ID,Path,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Flg22_vs_Mock,Flg22_SynCom33_vs_Mock,Flg22_SynCom35_vs_Mock,cl
AT3G08510.1,ARA:LIPASYN-PWY,PLC2,3,2582362,2585898,-,3536,protein_coding,Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:C0Z2P3],0.08222542370949347,0.47329859774270405,-0.15882182547546717,0.4909973737751478,0.8070608081747135,-0.06286018095516414,0.6501291639175021,0.9010895534638393,-0.04133459147761194,0,0,0,4
AT3G15730.1,ARA:LIPASYN-PWY,PLDALPHA1,3,5330194,5333745,+,3551,protein_coding,Phospholipase D alpha 1 [Source:UniProtKB/Swiss-Prot;Acc:Q38882],0.4848929364299276,0.8752403418423143,-0.06543935476639105,0.6603607215338324,0.8964642420146048,0.04116304203204246,0.79005862581086,0.946297758513792,0.02493718765341308,0,0,0,1
AT3G16785.1,ARA:LIPASYN-PWY,PLDP1,3,5710889,5719162,+,8273,protein_coding,Phospholipase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ40],0.8016420503974828,0.9660818513594794,-0.029444599325986292,0.9641851194271946,0.9919129069235779,-0.005261626720401806,0.006682522486779942,0.0988126158493865,-0.31912517112326966,0,0,0,2
AT3G16785.1,ARA:LIPASYN-PWY,PLDP1,3,5710889,5719162,+,8273,protein_coding,Phospholipase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ40],0.8016420503974828,0.9660818513594794,-0.029444599325986292,0.9641851194271946,0.9919129069235779,-0.005261626720401806,0.006682522486779942,0.0988126158493865,-0.31912517112326966,0,0,0,2
AT3G16785.3,ARA:LIPASYN-PWY,PLDP1,3,5710889,5719162,+,8273,protein_coding,Phospholipase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ40],0.9600639183910946,0.9942094621695396,0.042907852533686806,0.6647922186058457,0.8975874915400042,-0.37188939748397437,0.6917920947664933,0.915503045304761,-0.34006600275420973,0,0,0,2
AT3G16785.3,ARA:LIPASYN-PWY,PLDP1,3,5710889,5719162,+,8273,protein_coding,Phospholipase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LQ40],0.9600639183910946,0.9942094621695396,0.042907852533686806,0.6647922186058457,0.8975874915400042,-0.37188939748397437,0.6917920947664933,0.915503045304761,-0.34006600275420973,0,0,0,2
AT3G47220.1,ARA:LIPASYN-PWY,PLC9,3,17387883,17390960,+,3077,protein_coding,Phosphoinositide phospholipase C 9 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMA7],3.4490271835629346e-8,9.661070043878137e-6,-1.5269846650529812,0.27948061650161266,0.6494473640096714,-0.28974432443755077,0.13284506222570266,0.5087865967133407,0.39843153473942766,-1,0,0,1
AT3G47290.1,ARA:LIPASYN-PWY,ATPLC8,3,17420397,17423669,+,3272,protein_coding,Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSP9],0.5192454218802525,0.8876169160713289,-0.7738756272150102,0.5083214406813077,NA,-0.7948151930407537,0.9166574671152258,NA,0.12356807810505052,0,0,0,4
AT3G54950.1,ARA:LIPASYN-PWY,PLP7,3,20358896,20361560,-,2664,protein_coding,Patatin-like protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SV43],0.24663680118259707,0.7260239293101869,-0.2639619687681191,0.20215592896485876,0.5647844192925934,-0.2906421222007439,0.012088081635268205,0.14226041028062084,-0.5724265586202164,0,0,0,2
AT3G55940.1,ARA:LIPASYN-PWY,PLC7,3,20747629,20750408,+,2779,protein_coding,Phosphoinositide phospholipase C 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LY51],0.10539215330061363,0.5266494835580603,-0.6016806517754407,0.2587999926976309,0.6295859575808839,0.4152439207914978,0.4397633628951468,0.799261689546834,0.2841877283755793,0,0,0,1
AT3G63200.1,ARA:LIPASYN-PWY,PLP9,3,23345754,23347672,+,1918,protein_coding,Probable inactive patatin-like protein 9 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZQ3],0.8088597324278989,0.966254819317097,-0.04085250543770874,0.9453764387868197,0.987776477188274,0.011568455422375726,0.059069396625954715,0.3463771142781696,0.31816838858491064,0,0,0,4
AT4G00240.1,ARA:LIPASYN-PWY,PLDBETA2,4,106250,111005,-,4755,protein_coding,Phospholipase D beta 2 [Source:UniProtKB/Swiss-Prot;Acc:O23078],0.09866099253765247,0.5134881200245602,0.46220475946819645,0.0371258382275557,0.23801974319893926,0.5827283721745772,0.5613206575337082,0.8648810284966025,-0.16375739959298102,0,0,0,9
AT4G00240.3,ARA:LIPASYN-PWY,PLDBETA2,4,106255,110833,-,4578,protein_coding,Phospholipase D beta 2 [Source:UniProtKB/Swiss-Prot;Acc:O23078],0.010971475804514932,0.16325042173546472,-1.560124953717355,0.3458660333416747,0.7074161689333408,0.5654601754990523,0.2634525783298335,0.6722185758967651,0.6702399062078415,-0,0,0,1
AT4G11830.3,ARA:LIPASYN-PWY,PLDGAMMA2,4,7115681,7121919,-,6238,protein_coding,Phospholipase D gamma 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T051],0.3863831005944858,0.8311876465203824,0.4908623437870254,0.7439607971074553,0.9262907947023474,0.18594505099521966,0.5564327338694688,0.8622935010934906,0.3336529484795723,0,0,0,6
AT4G11830.1,ARA:LIPASYN-PWY,PLDGAMMA2,4,7115681,7121919,-,6238,protein_coding,Phospholipase D gamma 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T051],0.9189871811519911,0.9884516680850549,-0.019325938447266475,0.02647827049799793,0.19584088221826287,0.41893473085390476,0.08584274659108855,0.4177194169677202,-0.32780536331521315,0,0,0,9
AT4G11830.4,ARA:LIPASYN-PWY,PLDGAMMA2,4,7115768,7121245,-,5477,protein_coding,Phospholipase D gamma 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9T051],0.3568741612602115,0.8108697380807741,0.13967525537252723,0.012753141185003357,0.12655221164092295,0.37691817516830395,0.5812636344721409,0.8740962830469756,0.08359887738725973,0,0,0,5
AT4G11840.1,ARA:LIPASYN-PWY,PLDGAMMA3,4,7121965,7126317,-,4352,protein_coding,Phospholipase D gamma 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9T052],0.14230923018597286,0.5967109447861519,-0.4906861858814946,0.8329678747224801,0.9537641905229258,0.07023192161390572,0.9550366300327344,0.9896443259135058,-0.018776468378016574,0,0,0,1
AT4G11840.2,ARA:LIPASYN-PWY,PLDGAMMA3,4,7121965,7126317,-,4352,protein_coding,Phospholipase D gamma 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9T052],0.8633475407640542,0.9785840902028983,0.21061702684324088,0.7552785954628598,0.9300203229019816,0.3813192573809851,0.994890022304616,0.9990524278174133,-0.007839026088048904,0,0,0,9
AT4G11850.1,ARA:LIPASYN-PWY,PLDGAMMA1,4,7129123,7133385,-,4262,protein_coding,Phospholipase D gamma 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9T053],0.006337221139896533,0.11564293247533666,-0.39685246637838245,0.7136002178246521,0.9171627778970177,-0.05328496009758675,0.38712268653088405,0.7661137407748725,-0.1255515791065807,0,0,0,1
AT4G16820.1,ARA:LIPASYN-PWY,PLA-I{beta]2,4,9467512,9469425,+,1913,protein_coding,"Phospholipase A1-Ibeta2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23522]",7.982417807257318e-4,0.029190013733561976,2.6212089252820507,0.12051697798505963,NA,1.2786120385030444,0.21060499063025365,NA,1.039911133936289,1,0,0,7
AT4G18550.3,ARA:LIPASYN-PWY,,4,10224740,10227128,-,2388,protein_coding,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT4G18550],0.18771255896891992,0.6628865972363106,1.6475406569382554,0.6178192812928597,0.8764657208644163,0.6283791136371548,0.9402656438049748,NA,0.094838792601987,0,0,0,7
AT4G18550.1,ARA:LIPASYN-PWY,,4,10224892,10226862,-,1970,protein_coding,alpha/beta-Hydrolases superfamily protein [Source:TAIR;Acc:AT4G18550],0.023174748324951987,0.24879560682610055,0.5378454911783012,0.9366969732879689,0.9853146758906558,-0.019004814274608206,0.1415160328472603,0.5224973477961001,-0.3537941785509873,0,0,0,7
AT4G19860.1,ARA:LIPASYN-PWY,LCAT4,4,10777512,10780470,-,2958,protein_coding,Lecithin-cholesterol acyltransferase-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q71N54],0.8401070388743332,0.9720907920913021,0.039875695155514375,0.6642741214253352,0.8975179398952483,0.08577265848521554,0.3887946065132917,0.7671189398446937,0.17023754727566948,0,0,0,4
AT4G29070.1,ARA:LIPASYN-PWY,,4,14321807,14323336,+,1529,protein_coding,At4g29070 [Source:UniProtKB/TrEMBL;Acc:Q2HIU1],0.21899274239329367,0.6954397600661152,0.2357880929454866,0.9333713687442405,0.9841505934984888,-0.01637460566102068,0.30628759408039086,0.7077813522520477,0.19563304387488592,0,0,0,6
AT4G29800.2,ARA:LIPASYN-PWY,PLP8,4,14590645,14592825,-,2180,protein_coding,PATATIN-like protein 8 [Source:TAIR;Acc:AT4G29800],0.5151709995932255,0.886043035602738,0.20650816449621262,0.2516987292280933,0.6221189076047815,0.36349187396430654,0.7752201670834986,0.9418840856368269,0.09062468845995987,0,0,0,5
AT4G29800.1,ARA:LIPASYN-PWY,PLP8,4,14590831,14592610,-,1779,protein_coding,PATATIN-like protein 8 [Source:TAIR;Acc:AT4G29800],0.9623052118050586,0.9944633830616663,0.017384754943989156,0.38407435710146187,0.7374892225714976,0.31957009288117555,0.7582511016310609,0.9367845223150035,0.11308174176463445,0,0,0,5
AT4G34920.1,ARA:LIPASYN-PWY,,4,16635504,16636983,+,1479,protein_coding,AT4g34920/F11I11_160 [Source:UniProtKB/TrEMBL;Acc:Q9SW43],0.1064406797942254,0.5290155340641652,-0.2115945179466918,0.953688821356025,0.9899626557397638,-0.0075866166869988025,0.5180347308157104,0.8423007639093344,-0.08442246751429759,0,0,0,1
AT4G34930.1,ARA:LIPASYN-PWY,,4,16637322,16638962,+,1640,protein_coding,At4g34930 [Source:UniProtKB/TrEMBL;Acc:Q9SW42],0.1270285961565456,0.5696252620138398,-0.513542094689143,0.7680073765749255,0.9346540946664469,-0.09889714075915212,0.9839983846860088,0.996717323008547,0.006714130434098835,0,0,0,1
AT4G35790.2,ARA:LIPASYN-PWY,PLDDELTA,4,16955415,16960407,-,4992,protein_coding,Phospholipase D delta [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Y0],0.6982565120935895,0.9413708986019894,-0.12502842394333236,0.4445354456574361,0.7794157220299502,0.2463945215960613,0.9353141746051964,0.9851661236325965,0.02616222138267331,0,0,0,5
AT4G35790.3,ARA:LIPASYN-PWY,PLDDELTA,4,16955518,16960170,-,4652,protein_coding,Phospholipase D delta [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Y0],0.5727509394861723,0.9050310490075865,-0.12925065469505304,0.007742920177482495,0.09246787215063725,-0.6115919470171264,4.4188955692230084e-5,0.0025866128857510253,-0.9392495906075407,0,0,0,2
AT4G35790.1,ARA:LIPASYN-PWY,PLDDELTA,4,16955518,16960170,-,4652,protein_coding,Phospholipase D delta [Source:UniProtKB/Swiss-Prot;Acc:Q9C5Y0],0.19946143314127163,0.6730106420396088,0.2072653493239595,0.31883307753564216,0.6835915449284681,-0.1613169058205908,0.03498476319104821,0.26351391134947955,-0.3413855275410883,0,0,0,7
AT4G37050.1,ARA:LIPASYN-PWY,PLP3,4,17457135,17459770,-,2635,protein_coding,Patatin-like protein 3 [Source:UniProtKB/Swiss-Prot;Acc:O23181],0.016746850716171026,0.20800287084770944,-0.7292534249957793,0.07090970816110097,0.3382776885158325,0.5241267485637408,5.423736069921228e-4,0.01679333878637901,-1.0712437998806303,0,0,-1,10
AT4G37060.2,ARA:LIPASYN-PWY,PLP5,4,17461366,17463734,-,2368,protein_coding,PATATIN-like protein 5 [Source:TAIR;Acc:AT4G37060],0.6381068616782876,0.9261336031885353,0.31139610097905523,0.006567769591820826,0.08219496376505002,1.7715175942468995,0.6329961186734878,0.8948830559132714,0.3157133237390253,0,0,0,5
AT4G37060.1,ARA:LIPASYN-PWY,PLP5,4,17461369,17463961,-,2592,protein_coding,PATATIN-like protein 5 [Source:TAIR;Acc:AT4G37060],0.74955025369727,0.953104244259399,-0.5355888803859452,0.6974797385983913,0.9110174594529885,0.6481576462250044,0.714301896538146,NA,-0.61419963222591345,0,0,0,5
AT4G37070.2,ARA:LIPASYN-PWY,PLP1,4,17464594,17467186,-,2592,protein_coding,Patatin [Source:UniProtKB/TrEMBL;Acc:A0A178UVZ8],0.5715918541710254,0.904829312885771,0.1389291555084544,0.01725255414352607,0.1512172026365399,0.5845847570308234,0.07238767751833952,0.38342200478560373,-0.44150147990733063,0,0,0,9
AT4G37070.1,ARA:LIPASYN-PWY,PLP1,4,17464803,17467109,-,2306,protein_coding,Patatin [Source:UniProtKB/TrEMBL;Acc:A0A178UVZ8],0.11473014489161235,0.5468276482148976,-0.43407505774123106,0.7751537289316471,0.9363684765919926,0.07840262606986202,4.894794976599434e-4,0.015567179656579793,-0.9626311381235652,0,0,0,10
AT4G37070.4,ARA:LIPASYN-PWY,PLP1,4,17464992,17467109,-,2117,protein_coding,Patatin [Source:UniProtKB/TrEMBL;Acc:A0A178UVZ8],0.9308776274986594,0.990882914792884,-0.03791162640440505,0.18490982465888417,0.5437857900098594,0.5769213057599754,0.39991653513992576,0.772211721483533,-0.3688127745418521,0,0,0,10
AT4G38530.1,ARA:LIPASYN-PWY,PLC3,4,18020567,18022985,+,2418,protein_coding,Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:A0A178UYI1],0.5126219956974049,0.8850023406577792,-0.34909173829369683,0.42586194807995986,0.766266458385909,-0.4256461150356425,0.20075748079633693,0.6030495034334216,0.6669491436408812,0,0,0,4
