ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT1G30690.2,PATL4,1,10887607,10890383,+,2776,protein_coding,Patellin-4 [Source:UniProtKB/Swiss-Prot;Acc:Q94C59],7.139810775765342,7.154451387079071,7.396601862901338,5.3344882057232255,5.34902296702491,7.17006341570827,0.354192674282776,0.7138941486756338,-1.014422519269968,2
AT2G20470.2,,2,8826063,8829562,-,3499,protein_coding,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:Q1PF34],2.4928626068883792,4.342733631600343,2.52569632892835,2.3623520708955166,2.705312230842695,2.504278204367739,0.259106380280329,NA,-1.0151651457483146,2
AT4G02940.1,ALKBH10B,4,1306313,1311038,+,4725,protein_coding,RNA demethylase ALKBH10B [Source:UniProtKB/Swiss-Prot;Acc:Q9ZT92],12.878871139223659,12.094881140836284,11.60368004096409,11.35468719071152,11.12761132634154,11.32944836268336,7.158661650097552e-4,0.01766752804548613,-1.0155223343825073,2
AT4G08570.1,HIPP24,4,5454580,5456100,-,1520,protein_coding,Heavy metal-associated isoprenylated plant protein 24 [Source:UniProtKB/Swiss-Prot;Acc:O81464],7.369180970946542,7.678975486071566,7.268884604318757,6.50922459618274,6.481425535621092,6.330058535223629,0.004146120245348111,0.06127855103138675,-1.0169394590638439,2
AT5G61820.2,,5,24834300,24836933,-,2633,protein_coding,Stress up-regulated Nod 19 protein [Source:UniProtKB/TrEMBL;Acc:Q8VZ21],7.003329893485226,7.521997679096822,6.079360671941229,5.002954515830486,6.785751957383811,5.548492433333421,0.2781740722091629,0.6483122755087986,-1.0176272571810898,2
AT5G11750.2,,5,3787230,3789212,+,1982,protein_coding,Ribosomal protein L19 family protein [Source:TAIR;Acc:AT5G11750],2.1608243898719253,2.2247762417604093,2.746359132553953,2.0379303914211766,2.108756609092234,0,0.4756769922449523,NA,-1.024545521665524,2
AT5G51250.1,,5,20830743,20831849,+,1106,protein_coding,F-box/kelch-repeat protein At5g51250 [Source:UniProtKB/Swiss-Prot;Acc:Q9LU49],1.7287776314278425,1.5044637728747368,0,1.0253974063678515,0,0.9521328612649705,0.5712177757560302,NA,-1.0248795591182436,2
AT3G26840.1,,3,9892791,9896337,+,3546,protein_coding,"Acyltransferase-like protein At3g26840, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LW26]",6.474919632019558,7.200229315273509,6.587518927492392,5.85682639577253,5.694944474152311,5.786972350647358,0.006770742577993598,0.0841086423205286,-1.0250598427543014,2
AT2G30140.2,UGT87A2,2,12872134,12873820,+,1686,protein_coding,UDP-glycosyltransferase 87A2 [Source:UniProtKB/Swiss-Prot;Acc:O64733],8.323715394453881,6.911901002864533,7.483560968825442,6.722295532805938,6.7417663908181025,6.5329966996835385,0.24076791460054658,0.6108286483550228,-1.0287581636265075,2
AT5G19320.1,RANGAP2,5,6505092,6507645,-,2553,protein_coding,RANGAP2 [Source:UniProtKB/TrEMBL;Acc:A0A178UQD1],5.907346222855623,4.054512659874297,5.05995607501373,4.217528550093738,4.305588719917709,4.078133641636927,0.45071659767495387,0.7836090789482674,-1.0322185889418352,2
AT1G74870.1,,1,28126928,28128790,+,1862,protein_coding,At1g74870 [Source:UniProtKB/TrEMBL;Acc:Q9S7I7],4.104444098041156,3.473079788099641,3.394654904668053,2.627046475243691,2.705312230842695,2.915160569268978,0.09287920823512652,NA,-1.0368094172439881,2
AT5G63130.2,,5,25322975,25324739,+,1764,protein_coding,At5g63130 [Source:UniProtKB/TrEMBL;Acc:Q9FML0],5.988472357686118,5.5524323889932505,0,3.7469834489625717,0,5.364342194714672,0.544598376510735,0.838974397369516,-1.0395100010858938,2
AT1G64300.1,,1,23863095,23866045,+,2950,protein_coding,At1g64300/F15H21_13 [Source:UniProtKB/TrEMBL;Acc:Q944S4],7.139810775765342,6.402453333496753,6.558678701750855,6.353509634157763,0,6.207678233892552,0.2506424330501142,0.6211768393865318,-1.0417087497067874,2
AT5G20270.1,HHP1,5,6840833,6842946,-,2113,protein_coding,Heptahelical transmembrane protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q93ZH9],9.42952064603538,8.455265859443516,8.404521805951152,7.693964171577475,7.727512211501208,7.974459683293859,0.0018341664919161783,0.0347225800251343,-1.042125890918437,2
AT1G17160.2,,1,5867635,5869356,+,1721,protein_coding,Ribokinase [Source:UniProtKB/TrEMBL;Acc:A1A6H3],4.787452844545965,5.8337592996318755,0,4.855941890630502,0,3.7171555305973403,0.6167993749451712,0.8758137019485452,-1.042579840507684,2
AT1G73650.4,,1,27688243,27690112,-,1869,protein_coding,Protein of unknown function (DUF1295) [Source:TAIR;Acc:AT1G73650],7.348841524396433,7.378054447956247,6.670733802621496,5.66405499314887,6.185586502636876,6.442864492114037,0.018809384520828056,0.15981523618610072,-1.043810164844352,2
AT2G07658.1,,2,3477582,3479196,-,1614,protein_coding,,1.1091829133441469,2.70300674632173,3.106619824651406,1.6187273161543791,1.0734075851791522,2.2445593110416264,0.35982248114404564,NA,-1.0462076355322711,2
AT2G47710.1,,2,19554724,19556126,-,1402,protein_coding,Adenine nucleotide alpha hydrolases-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:O82240],9.033615515527902,8.954554722355418,8.906007914006699,8.316981297301142,7.7275122115012085,7.617348021991797,4.149339367733133e-7,4.870853313685681e-5,-1.0478572895902891,2
AT1G55000.2,,1,20514637,20516496,+,1859,protein_coding,F-box protein At1g55000 [Source:UniProtKB/Swiss-Prot;Acc:Q9FZ32],3.895962952520956,4.205808790095031,2.7463591325539527,0,2.930999933311362,3.610790983613843,0.504789168989964,NA,-1.0502343128794536,2
AT3G02930.2,,3,655056,658637,+,3581,protein_coding,"WEB family protein At3g02930, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M8T5]",6.909234732873583,6.493516219814856,7.037637629928513,5.603890994040668,5.138992094319079,6.363198798248707,0.10335546154824042,0.4101567046560081,-1.050910743186774,2
AT3G08870.1,,3,2700355,2702581,-,2226,protein_coding,Concanavalin A-like lectin protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LTB8],3.3586599662022834,2.2247762417604093,4.020345890600543,3.6311881343164103,1.6820320743057928,0,0.39304602281399187,NA,-1.0554125185815133,2
AT3G17690.1,CNGC19,3,6045002,6048529,+,3527,protein_coding,Putative cyclic nucleotide-gated ion channel 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9LDR2],4.787452844545965,5.7376859863638225,4.837911747255415,4.5717641879690385,4.1347113418607035,3.7171555305973403,0.05469720217171361,0.2941328643288668,-1.0570430775080308,2
AT4G18650.1,DOGL4,4,10263969,10265439,-,1470,protein_coding,Protein DOG1-like 4 [Source:UniProtKB/Swiss-Prot;Acc:Q84JC2],3.8959629525209563,1.909115617155277,2.9377056350499657,3.2147714026793155,0,1.9275902419719253,0.43642737708008156,NA,-1.0585714832896123,2
AT1G63820.1,,1,23682278,23684373,-,2095,protein_coding,CCT motif family protein [Source:UniProtKB/TrEMBL;Acc:Q67ZF8],5.563444142440976,5.523913285647467,5.356549143964554,4.9555955295369705,3.8331710358903854,4.366626272663022,0.07472863800760209,0.3481126425466358,-1.0590785161719845,2
AT1G01600.1,CYP86A4,1,218834,221286,+,2452,protein_coding,Cytochrome P450 86A4 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMM1],9.8066175338323,9.024932777930177,8.888731672600182,8.340216170457468,7.917424381700361,8.418597930462825,0.0031799810884990663,0.05088348310775708,-1.0592023928078511,2
AT1G13370.1,,1,4587780,4588661,-,881,protein_coding,Histone H3-like 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FX60],3.6521816931170914,1.9091156171552768,1.9467712125878611,2.0379303914211766,1.0734075851791522,2.2445593110416264,0.28158204336004283,NA,-1.061805730264713,2
AT1G64900.1,CYP89A2,1,24113109,24114984,+,1875,protein_coding,Cytochrome P450 89A2 [Source:UniProtKB/Swiss-Prot;Acc:Q42602],8.226732310538514,7.218141363840668,7.79308306665798,5.980281287658587,6.910192799385873,7.112756747854116,0.01607873314450516,0.14504744819268584,-1.0635871830414616,2
AT1G72620.1,,1,27341021,27342466,+,1445,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4IDE6],2.4928626068883792,2.89339559201044,1.5377459377206828,2.037930391421176,1.6820320743057928,0.9521328612649705,0.39224036273430624,NA,-1.0641483128654103,2
AT1G78380.1,GSTU19,1,29486387,29488007,-,1620,protein_coding,GSTU19 [Source:UniProtKB/TrEMBL;Acc:A0A178W4K6],15.283142975125571,14.328590390204555,14.871924035878662,13.497046635295824,13.839239370882728,14.048560579120997,2.084583543525291e-4,0.0072870968552726754,-1.067078683841393,2
AT5G51440.1,HSP23.5,5,20891163,20892416,+,1253,protein_coding,"23.5 kDa heat shock protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FGM9]",8.462703656218393,9.397312811070975,8.367585560878572,8.50142515101946,7.219065225786271,7.0931372608767145,0.022009528867991505,0.17509918763816149,-1.0711206824235024,2
AT3G08970.1,ERDJ3A,3,2737297,2740549,+,3252,protein_coding,TMS1 [Source:UniProtKB/TrEMBL;Acc:A0A178VJB6],9.75345009065671,8.99667338599116,9.246110096435936,8.697690449662277,8.64671017740555,7.001390090434106,0.012815744874684731,0.1270193380100989,-1.0722390581893033,2
AT1G67020.1,,1,25010710,25012987,-,2277,protein_coding,F1O19.7 protein [Source:UniProtKB/TrEMBL;Acc:Q9FZH9],5.204542385499412,4.925765513389673,4.930868871040826,3.6311881343164103,4.222678460809748,4.078133641636927,0.01398005700230234,0.13383614399426336,-1.0734512093245585,2
AT1G65500.1,,1,24357749,24358732,+,983,protein_coding,F5I14.4 protein [Source:UniProtKB/TrEMBL;Acc:O04468],3.512872752684049,4.968720588965021,4.455324418422807,4.217528550093738,2.108756609092234,3.2345898270739544,0.13318010767537844,0.46471283158482907,-1.0762829104317169,2
AT1G07570.5,APK1A,1,2331186,2333738,-,2552,protein_coding,Protein kinase superfamily protein [Source:TAIR;Acc:AT1G07570],5.79155401328417,6.27134101519378,6.139025142328784,5.475468877071591,5.461774817588483,3.234589827073955,0.4475030404752295,0.7813448679709684,-1.0763781965939452,2
AT3G15030.3,TCP4,3,5061681,5064115,+,2434,protein_coding,TCP4 [Source:UniProtKB/TrEMBL;Acc:A0A384KY84],9.043141137310249,7.92238070106072,7.677116072852035,7.199754015886289,7.371169406470518,7.234165324562484,0.009869628259164284,0.10785176701742044,-1.0771846364647661,2
AT4G37290.1,PIP2,4,17549607,17550257,-,650,protein_coding,"unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to karrikin; LOCATED IN: endomembrane system; EXPRESSED IN: cotyledon, hypocotyl, leaf; EXPRESSED DURING: LP.04 four leaves visible; BEST Arabidopsis thaliana protein m /.../s: unknown protein (TAIR:AT2G23270.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT4G37290]",5.414826829134901,3.972466198631512,4.7890861567805665,3.953943136152674,2.705312230842695,4.299729419558316,0.06727964438026883,0.3285994549837185,-1.079875914352631,2
AT4G19660.2,NPR4,4,10696266,10698792,-,2526,protein_coding,NPR1-like protein 4 [Source:TAIR;Acc:AT4G19660],5.850611506839511,6.620163726292979,6.321771491492325,5.178223852651324,5.497482078598995,4.993045580420775,0.08345054288186572,0.3695745459226218,-1.0830264265296659,2
AT1G55050.1,,1,20541837,20545821,+,3984,protein_coding,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: cultured cell; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G09040.1);  /.../40 Blast hits to 1999 proteins in 271 species: Archae - 0; Bacteria - 138; Metazoa - 960; Fungi - 166; Plants - 162; Viruses - 14; Other Eukaryotes - 1000 (source: NCBI BLink). [Source:TAIR;Acc:AT1G55050],4.1983774833946415,4.739885231792119,3.933151394118153,3.505281228700498,3.716812934722182,2.504278204367739,0.22965770250098091,0.5984956558074155,-1.0851488061111318,2
AT3G61160.1,,3,22635816,22638817,+,3001,protein_coding,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:F4JE58],7.3892376492143566,8.244211970238554,7.088965966290589,6.0719617139563695,7.0000650346332485,6.5329966996835385,0.021850108134283442,0.1741917576707614,-1.0857873979792934,2
AT4G05390.2,RFNR1,4,2738531,2740667,-,2136,protein_coding,"Ferredoxin--NADP reductase, root isozyme 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M0V6]",9.98029434582345,9.274296843144475,8.73287753366248,8.420893329088385,8.192594010009225,8.374581833550193,0.002792981776533578,0.04657626309973675,-1.0886125764673888,2
AT3G47980.1,,3,17710160,17712946,+,2786,protein_coding,At3g47980 [Source:UniProtKB/TrEMBL;Acc:Q84MC3],9.663672033522895,8.994076688751528,8.989415761935893,8.066972643303956,8.208840413846039,8.188347939240128,1.7699171141036443e-5,0.0010232024056200896,-1.097439700627443,2
AT5G09750.1,HEC3,5,3026109,3027114,-,1005,protein_coding,Transcription factor HEC3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXD8],3.779215365141232,3.212159022053945,3.106619824651406,2.850623441484944,2.108756609092234,2.2445593110416264,0.13851425011622745,NA,-1.097893982255532,2
AT1G16650.2,,1,5687943,5691369,+,3426,protein_coding,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:TAIR;Acc:AT1G16650],4.725695124933475,4.275895027664374,5.0181973337008525,3.854171251832479,0,4.4917767261225094,0.3600321841433965,0.7189209215897024,-1.0995462786118158,2
AT3G53240.3,AtRLP45,3,19735927,19739181,+,3254,protein_coding,Receptor like protein 45 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LLM1],3.652181693117092,6.088682403218766,5.252340027644286,5.693221551500716,2.108756609092234,0,0.48181302654114483,0.8015904059585999,-1.1003601605149482,2
AT1G12200.1,,1,4137511,4140158,+,2647,protein_coding,Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL;Acc:A0A178W1K3],9.339613994431872,10.402130895252457,9.487100542431293,9.259725207585246,8.569128438005905,8.10753546700327,0.003391969413295004,0.05322996016824069,-1.1021939177798843,2
AT5G22730.1,,5,7551364,7553526,-,2162,protein_coding,FBD-associated F-box protein At5g22730 [Source:UniProtKB/Swiss-Prot;Acc:Q9FNI8],6.295258364511283,6.236612679545459,5.711273003041102,3.0441562902820305,4.660880485693638,5.991566408018347,0.15244870063486785,0.4950242104161674,-1.1059843575712054,2
AT3G21250.5,MRP6,3,7457433,7463525,-,6092,protein_coding,Multidrug resistance-associated protein 6 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LPV5],8.623734031292326,9.084733017919639,0.9647332386523769,6.353509634157763,7.28184399784644,7.644560527178027,0.46566940665817436,0.791985637718907,-1.1076891719015907,2
AT4G11050.3,AtGH9C3,4,6747254,6751525,-,4271,protein_coding,Endoglucanase 19 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7I0],7.0418505697952964,5.010433604218114,6.9735313988820575,6.2395019354207655,4.134711341860703,5.3967128740242565,0.11602316243245152,0.4340293142929532,-1.1136652534061036,2
AT1G76040.4,CPK29,1,28538758,28540637,+,1879,protein_coding,calcium-dependent protein kinase 29 [Source:TAIR;Acc:AT1G76040],4.903561770334352,4.739885231792119,6.338834756878011,5.956421017056196,1.0734075851791522,0,0.40220910440374746,0.7501169102665145,-1.1147715119803967,2
AT5G43730.5,,5,17560267,17564434,+,4167,protein_coding,Probable disease resistance protein At5g43730 [Source:UniProtKB/Swiss-Prot;Acc:Q9FG91],5.15854023872204,8.204330102396655,8.218835471036792,4.440314419844772,7.312237810532287,6.798286934494731,0.40982926574876544,0.7555543581488297,-1.1149044346757069,2
AT1G28480.1,GRXC9,1,10013434,10014256,-,822,protein_coding,Glutaredoxin-C9 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGP6],7.079369416245611,5.762310736343834,6.214923291760822,5.541108407748833,5.309391951807764,5.190605827611504,0.0060413281600858815,0.07789111923233988,-1.1178142379750828,2
AT5G55180.1,,5,22388521,22390763,+,2242,protein_coding,O-Glycosyl hydrolases family 17 protein [Source:UniProtKB/TrEMBL;Acc:F4K3D8],11.750258715776779,10.931488404159065,10.705057504279383,10.226485813748932,10.066447211070367,9.929242900991701,2.0797735661403036e-5,0.0011720853879451498,-1.123187821843016,2
AT2G25610.2,,2,10901213,10902919,-,1706,protein_coding,"ATPase, F0/V0 complex, subunit C protein [Source:TAIR;Acc:AT2G25610]",3.8959629525209563,4.582850997235592,3.106619824651406,2.3623520708955166,3.2979520451024302,3.0836978622602835,0.09949695065746188,NA,-1.1254646092375136,2
AT3G12833.1,,3,4082969,4084090,+,1121,protein_coding,,3.1859680805462256,1.909115617155277,2.52569632892835,1.6187273161543791,1.0734075851791522,2.2445593110416264,0.24355861853702723,NA,-1.1281783951345687,2
AT5G45350.4,,5,18381837,18383693,-,1856,protein_coding,AT5g45350/MFC19_1 [Source:UniProtKB/TrEMBL;Acc:Q39115],3.512872752684049,3.212159022053945,4.885138867599047,3.367326347305105,0,3.7171555305973403,0.3170487588157004,NA,-1.1295871575636414,2
AT5G22510.1,INVE,5,7474635,7478335,-,3700,protein_coding,"Alkaline/neutral invertase E, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9FK88]",6.511978400484829,7.087819336814126,6.629726262776194,5.777341876425612,5.268641442564327,5.835010722477479,0.0010394743975698064,0.02294183149053492,-1.131526521648432,2
AT1G62580.2,,1,23173333,23176931,+,3598,protein_coding,Flavin-binding monooxygenase family protein [Source:TAIR;Acc:AT1G62580],6.357664683528938,5.339836733502409,5.215861023745286,4.692230796397376,4.529068802391353,4.661236622972771,0.058106661740564274,0.30374595977143937,-1.1318174292406613,2
AT4G15150.1,,4,8641499,8642278,-,779,protein_coding,Glycine-rich protein [Source:UniProtKB/TrEMBL;Acc:O23369],5.988472357686118,7.058292922978085,6.437181701615182,5.475468877071591,5.599588989817443,5.262629831023532,0.003700386899868682,0.05658350434713874,-1.1332954090264769,2
AT5G42600.1,MRN1,5,17053453,17058245,+,4792,protein_coding,Marneral synthase [Source:UniProtKB/Swiss-Prot;Acc:Q9FJV8],7.209148835312886,8.632685805685478,8.011001911179536,8.105451819897807,5.093050513992949,5.786972350647358,0.1385425889270144,0.47327600103367795,-1.1451922879667469,2
AT3G23120.1,AtRLP38,3,8227222,8229619,-,2397,protein_coding,Receptor-like protein 38 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS79],4.104444098041156,4.881492133434249,4.102569480200593,3.367326347305105,3.451485710815507,3.2345898270739544,0.045650577810904126,0.26624724322677806,-1.1459942279710975,2
AT4G39420.4,,4,18339615,18355093,+,15478,protein_coding,unknown protein; Has 46 Blast hits to 40 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 44; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). [Source:TAIR;Acc:AT4G39420],9.089848066859394,7.8087636000556735,8.962145448056882,8.4890046692463,7.33215034989195,5.604998576428692,0.04892929357765452,0.2779039739716667,-1.1601631735411218,2
AT2G04040.1,DTX1,2,1334270,1336550,-,2280,protein_coding,Protein DETOXIFICATION [Source:UniProtKB/TrEMBL;Acc:A0A178VPK7],6.667883451735288,7.209213138174786,6.836083318262044,6.38959436253534,5.497482078598995,5.153198973903703,0.0024242214946959616,0.042338627230223774,-1.1627497194425143,2
AT5G51920.1,,5,21097076,21098959,-,1883,protein_coding,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9FGL6],5.665650779059369,6.27134101519378,5.836693052106835,5.048808145702654,4.529068802391354,4.8128675247549175,0.0019512006802178737,0.036450435500776146,-1.165851154511133,2
AT5G41670.1,PGD3,5,16665026,16667390,-,2364,protein_coding,"6-phosphogluconate dehydrogenase, decarboxylating [Source:UniProtKB/TrEMBL;Acc:A0A178UQL8]",11.826248224930225,10.64410468670865,11.109766518307316,10.044660356501504,10.045492785285086,10.213314977482113,6.118628298474536e-4,0.015694748656449663,-1.1734643455426674,2
AT5G49210.3,,5,19949691,19951713,+,2022,protein_coding,AT5g49210/K21P3_8 [Source:UniProtKB/TrEMBL;Acc:Q945P2],2.4928626068883792,2.2247762417604093,3.3946549046680525,0,1.6820320743057928,2.7242977287849475,0.42316080230806363,NA,-1.1765496538838158,2
AT4G11590.1,,4,7008603,7009796,+,1193,protein_coding,F-box protein At4g11590 [Source:UniProtKB/Swiss-Prot;Acc:Q9T0C7],4.286566976059075,2.4836171563114116,3.394654904668053,2.627046475243691,2.108756609092234,2.7242977287849475,0.1149414403676568,NA,-1.1805849678470377,2
AT5G07572.1,,5,2396708,2397548,+,840,protein_coding,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G379],2.1608243898719253,3.348510035269086,2.7463591325539527,1.6187273161543791,2.108756609092234,1.9275902419719253,0.2439017194434285,NA,-1.1806162080029365,2
AT4G24430.1,,4,12629951,12633132,+,3181,protein_coding,LG27/30-like gene [Source:UniProtKB/TrEMBL;Acc:Q9STV1],3.1859680805462256,4.968720588965021,5.2879193502808,3.0441562902820305,3.1261115420229997,4.299729419558316,0.12500460298698704,0.4490211415582381,-1.1819056389588811,2
AT4G17310.8,,4,9685177,9686960,-,1783,protein_coding,At4g17310 [Source:UniProtKB/TrEMBL;Acc:Q949V8],4.104444098041156,3.693960568591336,4.455324418422807,3.0441562902820305,3.2979520451024302,2.7242977287849475,0.13738129945786987,NA,-1.182578544856807,2
AT5G47710.3,CAR11,5,19329896,19331477,+,1581,protein_coding,Protein C2-DOMAIN ABA-RELATED 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIK8],4.448254655523664,0,5.78782549273853,3.6311881343164103,0,4.4917767261225094,0.3747589141274537,0.7302740716870395,-1.1852426839207417,2
AT5G67390.2,,5,26887611,26888993,-,1382,protein_coding,At5g67390 [Source:UniProtKB/TrEMBL;Acc:Q9FN13],5.665650779059369,4.054512659874297,5.762756638185021,3.0441562902820305,4.222678460809748,4.8128675247549175,0.25391755051282267,0.624540552761398,-1.186566846065634,2
AT4G17210.1,,4,9652415,9654309,-,1894,protein_coding,Putative WEB family protein At4g17210 [Source:UniProtKB/Swiss-Prot;Acc:O23564],3.512872752684049,2.89339559201044,2.9377056350499657,1.0253974063678515,2.705312230842695,2.2445593110416264,0.19059907009869412,NA,-1.1886016008853297,2
AT3G53690.1,,3,19898788,19900235,-,1447,protein_coding,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:Q9LFF2],3.895962952520956,3.8854708755694816,4.102569480200593,3.505281228700498,1.6820320743057928,2.9151605692689775,0.0592749317786067,NA,-1.1890417133577424,2
AT1G05680.1,UGT74E2,1,1703002,1704838,-,1836,protein_coding,Glycosyltransferase (Fragment) [Source:UniProtKB/TrEMBL;Acc:A0A0K1SBE8],9.14397079599591,9.754155337406184,9.297199951460126,8.344818575989784,7.8908185810391425,8.41465149989033,0.0013651248367733781,0.028098993768868263,-1.1901798509826802,2
AT1G67900.1,,1,25464376,25470189,+,5813,protein_coding,BTB/POZ domain-containing protein At1g67900 [Source:UniProtKB/Swiss-Prot;Acc:Q9C9V6],3.652181693117092,3.0615633034164684,0,2.362352070895517,1.6820320743057928,1.5207800931441668,0.31339124357595705,NA,-1.1918532580070194,2
