ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_1,Flg22_2,Flg22_3,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,cl
AT5G38940.1,,5,15588723,15589728,+,1005,protein_coding,RmlC-like cupins superfamily protein [Source:TAIR;Acc:AT5G38940],9.739846335146309,8.308325467741065,9.20482521930896,11.832468772560246,11.55294869283418,10.933350919055213,7.261572788020882e-11,3.7667391734306095e-8,2.2910897851351786,5
AT3G28917.1,MIF2,3,10924708,10925813,+,1105,protein_coding,Mini zinc finger protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LJW5],0,2.2247762417604093,1.9467712125878611,2.6597936638251216,2.8283827040465024,4.480182688212184,0.01897430252624692,0.2232209945664437,2.2783644148092135,5
AT4G11393.1,,4,6932319,6932963,+,644,protein_coding,Putative defensin-like protein 202 [Source:UniProtKB/Swiss-Prot;Acc:Q2V3J6],4.661175041237853,1.5044637728747368,3.257813758397973,6.627569628732153,5.483382140201539,4.60031677477828,0.0025558331223013066,0.06336034247481297,2.2707446887588225,5
AT2G39760.4,BPM3,2,16583087,16585793,+,2706,protein_coding,BTB/POZ and MATH domain-containing protein 3 [Source:UniProtKB/Swiss-Prot;Acc:O22286],2.1608243898719253,2.2247762417604093,0,4.171700441259256,3.481724014703326,2.7685437932646573,0.008949719922085451,0.14341567776746886,2.222275374458228,5
AT1G26440.6,UPS5,1,9143953,9146080,-,2127,protein_coding,Ureide permease 5 [Source:UniProtKB/Swiss-Prot;Acc:Q93Z75],2.4928626068883792,4.968720588965021,5.602442937139302,7.383411494703425,6.653613992897969,6.669302147789324,0.001101217533961602,0.036678007543161036,2.1410094376505695,5
AT1G33900.1,IAN4,1,12311518,12313518,-,2000,protein_coding,Immune-associated nucleotide-binding protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C8U7],4.661175041237854,1.5044637728747368,1.9467712125878613,6.132423559005328,5.483382140201539,3.6585994201632306,0.010064018620571996,0.1551002244945518,2.1328102715185415,5
AT4G08990.1,MET2,4,5764781,5770496,+,5715,protein_coding,DNA (cytosine-5)-methyltransferase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0S8],2.160824389871925,2.483617156311411,0,4.40693260506076,3.481724014703326,2.5472436773954037,0.0655979471885189,0.427715106773185,2.1294410912981423,5
AT2G30770.1,CYP71A13,2,13109909,13111988,-,2079,protein_coding,Indoleacetaldoxime dehydratase [Source:UniProtKB/Swiss-Prot;Acc:O49342],2.7625979464845534,2.2247762417604093,3.3946549046680525,4.40693260506076,4.881645768912465,5.085217278963407,0.019683491058376936,0.2272365614457806,2.105405640231274,5
AT4G29450.1,,4,14478749,14482626,-,3877,protein_coding,Leucine-rich repeat protein kinase family protein [Source:UniProtKB/TrEMBL;Acc:Q9M0D8],4.286566976059075,0.9400509454986081,2.9377056350499657,5.788115396637925,5.153091488116115,4.2788490550450655,0.0012485869371096114,0.039679508965377544,2.0794648907431816,5
AT1G54830.1,NFYC3,1,20451083,20452671,+,1588,protein_coding,Nuclear transcription factor Y subunit C-3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVL3],2.4928626068883792,3.473079788099641,3.5196335731144552,5.994788648382775,4.547008032440521,4.541499825119826,5.746210837654776e-4,0.022895748474188894,2.0708230048628073,5
AT4G01335.2,,4,553332,554187,+,855,protein_coding,FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: CHP-rich zinc finger protein-related (TAIR:AT4G01340.1); Has 13 Blast hits to 13 proteins /.../species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT4G01335],0,1.5044637728747368,0.9647332386523769,2.3938393620681246,2.6054102972499362,1.966097746181624,0.09708034333413616,NA,2.0592255449050034,5
AT5G19700.1,DTX52,5,6660678,6662463,-,1785,protein_coding,Protein DETOXIFICATION 52 [Source:UniProtKB/Swiss-Prot;Acc:Q4PSF4],6.230030018426681,6.127111139355587,5.544785974865358,8.089004202814705,7.919218482916221,8.068526209755154,7.792573062345823e-18,1.3642360253085552e-14,2.052684346530461,5
AT3G45920.1,,3,16882182,16883011,+,829,protein_coding,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LZT8],2.989757764903248,3.473079788099641,0,4.0839179337471005,5.345823376294037,3.9574962225861006,0.06143306916862456,0.4139055804888866,2.042670149210915,5
AT4G33870.1,PER48,4,16234519,16236492,-,1973,protein_coding,Putative Peroxidase 48 [Source:UniProtKB/Swiss-Prot;Acc:O81755],2.160824389871925,3.0615633034164684,0.9647332386523769,4.47752880713773,3.7230723979143843,3.864578521375148,0.0035171347560141986,0.07901380719982491,1.9806021348121605,5
AT1G16225.2,,1,5550791,5552379,-,1588,protein_coding,Target SNARE coiled-coil domain protein [Source:TAIR;Acc:AT1G16225],2.1608243898719253,3.5877432418836714,0,4.893600232609696,4.193077404170673,3.6585994201632306,0.02514782160415022,0.26031619769174125,1.9739839859733388,5
AT5G07760.2,,5,2468061,2473843,+,5782,protein_coding,formin homology 2 domain-containing protein / FH2 domain-containing protein [Source:TAIR;Acc:AT5G07760],4.369674741505485,3.693960568591336,0,6.0186590839362,5.11125088572456,4.656829463156757,0.0037313701852439655,0.08236360146482957,1.9634609183688942,5
AT5G38940.2,,5,15588623,15589791,+,1168,protein_coding,RmlC-like cupins superfamily protein [Source:TAIR;Acc:AT5G38940],5.491048342115759,3.473079788099641,4.738550089003114,7.186742241053029,6.653613992897969,5.886110552220985,1.8961650015769172e-4,0.010099172388340736,1.9353960820225793,5
AT2G20400.2,,2,8799086,8801991,+,2905,protein_coding,myb-like HTH transcriptional regulator family protein [Source:TAIR;Acc:AT2G20400],4.003966155346151,4.132143129152561,0,5.815627603200257,5.450202429906815,3.765261905986231,0.04401814457964763,0.3528084876852755,1.8125477577900244,5
AT5G51465.1,,5,20904578,20905568,-,990,protein_coding,,1.7287776314278425,1.5044637728747368,0,1.6451347266440306,3.1917257348581187,2.285737111160617,0.11991767086832132,0.5580258290325296,1.8051357566655546,5
AT1G29740.2,,1,10407220,10413119,-,5899,protein_coding,Leucine-rich repeat transmembrane protein kinase [Source:UniProtKB/TrEMBL;Acc:F4I337],0,2.89339559201044,3.3946549046680525,4.254446689789234,4.547008032440521,4.204969600544553,0.001651255269445365,0.048030437541468456,1.8030380281598666,5
AT2G25409.1,,2,10815362,10815995,-,633,protein_coding,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G355],2.160824389871925,0,3.106619824651406,3.5408770127637252,4.667386833084597,1.966097746181624,0.08448150904607413,0.47961320427433773,1.777436394241226,5
AT1G72030.1,,1,27110832,27111932,+,1100,protein_coding,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C7G6],1.1091829133441469,0,0.9647332386523769,0,1.0123034224110756,2.7685437932646573,0.2680142620974183,NA,1.7643444746785981,5
AT5G02390.1,,5,508577,512270,-,3693,protein_coding,TRM32-like protein (DUF3741) [Source:UniProtKB/TrEMBL;Acc:Q9LZ87],4.003966155346151,0,3.741157802887507,4.786446496099626,6.046496788340029,0,0.4254165729709311,0.8488633441721578,1.744091820044793,5
AT5G60410.6,ATSIZ1,5,24294860,24301147,+,6287,protein_coding,"DNA-binding protein with MIZ/SP-RING zinc finger, PHD-finger and SAP domain [Source:TAIR;Acc:AT5G60410]",6.184846188845222,5.339836733502409,2.746359132553953,6.0186590839362,8.309827152121152,0,0.1671830905267454,0.6342044350954313,1.7024491561280672,5
AT3G20360.1,,3,7099771,7101637,-,1866,protein_coding,AT3g20360/MQC12_11 [Source:UniProtKB/TrEMBL;Acc:Q8W0Z1],4.104444098041156,0.9400509454986085,4.3913384478630615,5.611020061328064,4.830989757085423,5.479181476732867,0.0038739005868640448,0.08418295526660105,1.693715625099279,5
AT1G76970.1,TOL4,1,28922415,28925423,-,3008,protein_coding,TOM1-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q6NQK0],0,3.7928911420385325,0.9647332386523769,4.729729372252095,2.6054102972499362,3.957496222586101,0.16650172762563978,0.6331769058769133,1.684359603073469,5
AT5G60350.2,,5,24277730,24279147,+,1417,protein_coding,unknown protein; Has 110 Blast hits to 97 proteins in 36 species: Archae - 0; Bacteria - 10; Metazoa - 39; Fungi - 2; Plants - 5; Viruses - 0; Other Eukaryotes - 54 (source: NCBI BLink). [Source:TAIR;Acc:AT5G60350],2.160824389871925,3.473079788099641,0,4.171700441259255,3.929772765766327,3.7652619059862307,0.13835459687860796,0.58955614918138,1.6819129334742478,5
AT4G13420.1,POT5,4,7796782,7802251,-,5469,protein_coding,Potassium transporter [Source:UniProtKB/TrEMBL;Acc:Q53XI1],6.732110783544714,7.135725600379305,4.102569480200593,8.639858397591349,7.838176012231208,7.6895436672629005,0.004293468324194035,0.08995089097157749,1.6707244479838346,5
AT4G12360.1,,4,7327992,7329192,-,1200,protein_coding,At4g12360 [Source:UniProtKB/TrEMBL;Acc:Q9STH5],3.1859680805462256,0,1.5377459377206828,4.332703338683257,3.0214626181219977,1.554866746521225,0.1624276425082897,0.6259314614943956,1.5394532225464275,5
AT1G29910.1,LHCB1.1,1,10472280,10473502,-,1222,protein_coding,"Chlorophyll a-b binding protein 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VZ87]",4.1983774833946415,1.9091156171552772,3.8403460534702316,4.729729372252095,3.8301212627596493,5.86227640026062,0.0572416458383131,0.4010345421384513,1.5341967492976767,5
AT4G28730.2,GRXC5,4,14199096,14200901,+,1805,protein_coding,GrxC5 [Source:UniProtKB/TrEMBL;Acc:A0A178UXL4],0,1.5044637728747368,2.2650799095173264,3.402581380531236,0,2.9603690990350424,0.3415416763191169,NA,1.5088790248585449,5
AT4G34400.1,,4,16445141,16447773,+,2632,protein_coding,B3 domain-containing protein At4g34400 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ05],0,1.5044637728747368,2.5256963289283503,3.2496095635115685,2.8283827040465024,2.5472436773954037,0.11363437667700246,NA,1.507615380937795,5
AT5G44582.1,,5,17980850,17981958,+,1108,protein_coding,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G44580.1); Has 24 Blast hits to 24 proteins in  /.../ies: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT5G44582],1.1091829133441469,0.9400509454986081,1.5377459377206828,2.884268112884322,2.6054102972499362,0,0.17241231254567763,0.6421426863264359,1.5068310104108804,5
AT1G63570.1,,1,23575294,23576468,+,1174,protein_coding,Receptor-like protein kinase-related family protein [Source:TAIR;Acc:AT1G63570],0,2.70300674632173,2.7463591325539527,4.670690940798769,0,3.1296561776994576,0.18230254304036164,0.6564438273690153,1.490184532419048,5
AT5G24180.1,,5,8195600,8197119,+,1519,protein_coding,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FIP1],1.1091829133441469,1.5044637728747368,0.9647332386523769,2.3938393620681246,2.341563519858522,1.966097746181624,0.1234545955685887,0.5645323565027804,1.4890765246744655,5
AT3G11230.3,,3,3516567,3518396,+,1829,protein_coding,Protein yippee-like [Source:UniProtKB/TrEMBL;Acc:A8MQA7],4.661175041237854,4.275895027664374,0,5.131109151522658,5.608959054134375,5.1653164881903395,0.0607184882543021,0.41221172430713915,1.4617521195146872,5
AT4G01250.1,WRKY22,4,522530,524249,-,1719,protein_coding,WRKY transcription factor 22 [Source:UniProtKB/Swiss-Prot;Acc:O04609],5.632379985744672,5.306737305398032,5.05995607501373,6.580232842483638,6.8444667452545245,6.897506897527924,3.2215676333551875e-4,0.014940286585747047,1.4557742824539053,5
AT2G22970.4,SCPL11,2,9774848,9778561,+,3713,protein_coding,Serine carboxypeptidase-like 11 [Source:UniProtKB/TrEMBL;Acc:A8MQP0],3.512872752684049,4.205808790095032,0,5.0866328419212925,3.3439992634956064,5.125822706122362,0.15099341818750656,0.6084432975551044,1.4480454876790578,5
AT1G74340.2,DPMS2,1,27948072,27949018,-,946,protein_coding,Dolichol-phosphate mannose synthase subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA79],3.3586599662022834,0,2.265079909517326,2.3938393620681246,4.482829643422321,3.281148729751693,0.1486363382832011,0.606130904138038,1.4332750240996746,5
AT2G02240.1,MEE66,2,592160,593724,-,1564,protein_coding,F-box protein At2g02240 [Source:UniProtKB/Swiss-Prot;Acc:Q3E6P4],1.1091829133441469,2.2247762417604093,0,2.884268112884322,0,2.9603690990350424,0.33748704538679414,NA,1.4302660290134723,5
AT1G68845.1,,1,25882434,25883045,+,611,protein_coding,unknown protein; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G68845],1.1091829133441469,0,1.5377459377206828,1.6451347266440306,2.0184160092887753,1.966097746181624,0.2690438551893759,NA,1.4241922906985311,5
AT5G44690.1,,5,18029338,18032293,-,2955,protein_coding,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G20160.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT5G44690],1.7287776314278425,0,0.9647332386523769,1.0453628119256622,2.8283827040465024,0.9774872469461264,0.2953332696712855,NA,1.3932039578539752,5
AT1G29730.2,,1,10400564,10405913,-,5349,protein_coding,Leucine-rich repeat transmembrane protein kinase [Source:TAIR;Acc:AT1G29730],0,5.494819029805245,4.102569480200593,5.920711995385513,6.001397029557406,5.203757873233151,0.09841091567380632,0.5130293707232653,1.3833873155784364,5
AT1G09090.2,RBOHB,1,2932739,2936586,+,3847,protein_coding,Respiratory burst oxidase homolog protein B [Source:UniProtKB/Swiss-Prot;Acc:Q9SBI0],9.61978369833995,9.330955390881838,9.35495389817008,10.767009402172757,11.380945510860018,9.977029756732984,7.749738092377658e-5,0.005281701063396364,1.3785622846760832,5
AT4G27300.1,SD11,4,13668676,13672413,-,3737,protein_coding,G-type lectin S-receptor-like serine/threonine-protein kinase SD1-1 [Source:UniProtKB/Swiss-Prot;Acc:O81833],5.491048342115759,2.70300674632173,4.180358500858131,6.237869077938489,4.977915165512944,6.063810085828549,0.03168120187082933,0.2941405852183627,1.3747860564048695,5
AT3G51560.1,,3,19121687,19125913,-,4226,protein_coding,Disease resistance protein (TIR-NBS-LRR class) family [Source:UniProtKB/TrEMBL;Acc:Q9SCZ3],3.1859680805462256,3.5877432418836714,2.52569632892835,4.670690940798769,4.3452155949217985,4.2788490550450655,0.002406783643772908,0.06095516875743483,1.3747835156191464,5
AT5G22700.4,,5,7545481,7549393,-,3912,protein_coding,F-box/RNI-like/FBD-like domains-containing protein [Source:TAIR;Acc:AT5G22700],4.661175041237854,4.637117268027111,0,0,5.696451679916131,6.2220027799694115,0.29431900290453883,0.7664076247766681,1.3724332884435109,5
AT1G61080.3,,1,22492883,22497046,-,4163,protein_coding,Hydroxyproline-rich glycoprotein family protein [Source:TAIR;Acc:AT1G61080],4.104444098041156,6.088682403218766,6.233289947143181,7.6357737608092915,7.101138423024163,6.240610785023918,0.009450780995564699,0.14880597328092343,1.3686937019649652,5
AT5G65690.3,PCK2,5,26266259,26269686,+,3427,protein_coding,phosphoenolpyruvate carboxykinase 2 [Source:TAIR;Acc:AT5G65690],4.593633859566178,3.5877432418836714,5.974085734323398,7.19723919914792,4.930583311672818,6.145073592368643,0.08644550634656521,0.48464193636850583,1.349632415409054,5
AT1G59560.4,SPL1,1,21881599,21883147,+,1548,protein_coding,E3 ubiquitin-protein ligase SPL1 [Source:UniProtKB/Swiss-Prot;Acc:Q94HV7],2.4928626068883792,3.0615633034164684,0,4.786446496099626,0,2.285737111160617,0.4311868840357594,0.851834391018572,1.3449487660016026,5
AT5G50140.1,,5,20395856,20398197,+,2341,protein_coding,Ankyrin repeat family protein [Source:UniProtKB/TrEMBL;Acc:Q9FG97],3.3586599662022834,2.89339559201044,3.106619824651406,5.0866328419212925,4.2711510215942194,3.1296561776994576,0.033807109936375083,0.306562303796634,1.343690182015119,5
AT1G05880.1,ARI12,1,1775643,1778553,+,2910,protein_coding,Probable E3 ubiquitin-protein ligase ARI12 [Source:UniProtKB/Swiss-Prot;Acc:Q84RQ9],2.989757764903248,0,4.180358500858131,4.8410179686120784,3.1917257348581187,4.711211651496134,0.14154037363356833,0.595477231278144,1.3415847473237308,5
AT1G61080.4,,1,22492883,22497042,-,4159,protein_coding,Hydroxyproline-rich glycoprotein family protein [Source:TAIR;Acc:AT1G61080],4.661175041237853,6.748959416764685,6.836083318262044,8.223460637274654,7.661005332260009,6.87386182332812,0.02021633823774313,0.23010152392418642,1.3301736685528478,5
AT3G50980.1,XERO1,3,18941925,18942940,+,1015,protein_coding,Dehydrin Xero 1 [Source:UniProtKB/Swiss-Prot;Acc:P25863],1.1091829133441469,0.9400509454986081,1.5377459377206828,1.0453628119256622,2.341563519858522,2.5472436773954037,0.3288606332143055,NA,1.3298473856047148,5
AT3G13240.1,,3,4275463,4276241,+,778,protein_coding,unknown protein; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink). [Source:TAIR;Acc:AT3G13240],1.7287776314278425,1.909115617155277,2.265079909517326,3.5408770127637252,2.6054102972499362,2.9603690990350424,0.07130717632951902,0.4436243627172668,1.3240020014320444,5
AT1G33320.3,CGS2,1,12081265,12083539,+,2274,protein_coding,Probable cystathionine gamma-synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C876],4.903561770334352,2.483617156311411,3.741157802887507,5.611020061328064,5.309281919329234,4.763618158442554,0.018763165359615804,0.2215770615017512,1.3206783120127872,5
AT4G17150.5,,4,9638027,9641993,+,3966,protein_coding,Alpha/beta-Hydrolases superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GWG9],3.779215365141232,4.582850997235592,3.6346433676920804,5.5135912881492954,5.38146210676245,5.085217278963407,0.013784858203827542,0.1858169697533269,1.3202237318456556,5
AT4G08980.1,FBW2,4,5758020,5760569,+,2549,protein_coding,FBW2 [Source:UniProtKB/TrEMBL;Acc:A0A178UUC5],2.7625979464845534,2.483617156311411,0,3.9904461552789368,0,3.5434169845790513,0.27706273667979897,0.7524091265903753,1.313840580888326,5
AT2G37810.1,,2,15845350,15846051,-,701,protein_coding,Cysteine/Histidine-rich C1 domain family protein [Source:UniProtKB/TrEMBL;Acc:Q4PSR5],1.1091829133441469,2.483617156311411,1.9467712125878611,3.5408770127637252,3.3439992634956064,1.554866746521225,0.1418707711327486,0.5960711435510387,1.2942166683871195,5
AT5G66310.2,KIN7H,5,26485667,26490703,-,5036,protein_coding,Kinesin-like protein KIN-7H [Source:UniProtKB/Swiss-Prot;Acc:F4JZ68],6.13820136468244,2.70300674632173,4.738550089003114,6.132423559005328,3.929772765766327,7.355769827451785,0.3154298821428703,0.7805837759019768,1.2937610905504104,5
AT4G34970.1,ADF9,4,16653704,16654955,+,1251,protein_coding,Actin-depolymerizing factor 9 [Source:UniProtKB/Swiss-Prot;Acc:O49606],3.1859680805462256,4.406612295626786,3.6346433676920804,5.642087079301771,3.7230723979143843,5.203757873233151,0.020368780814014064,0.23127276829402027,1.2719555421080275,5
AT3G53560.2,,3,19859627,19861178,-,1551,protein_coding,Tetratricopeptide repeat (TPR)-like superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LFG3],5.375150752732915,5.050974374322627,0,0,7.153612271193018,5.125822706122362,0.5507234577249461,0.897534498232069,1.2715180256449545,5
AT1G29930.1,LHCB1.3,1,10477885,10479114,+,1229,protein_coding,"Chlorophyll a-b binding protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P04778]",7.418809352895901,6.59296499752144,7.016583813565521,8.424464768394,7.639088686948374,8.675826048976697,0.010985531858743696,0.16325042173546472,1.2690431540518838,5
AT1G64320.1,,1,23867971,23870703,+,2732,protein_coding,myosin heavy chain-related [Source:TAIR;Acc:AT1G64320],3.652181693117092,3.3485100352690864,0,4.406932605060761,4.3452155949217985,3.4182344033917347,0.1665279449357474,0.6331769058769133,1.257921139678725,5
AT3G46280.1,,3,17005423,17008528,-,3105,protein_coding,Kinase-like protein [Source:UniProtKB/TrEMBL;Acc:Q8GYH9],11.464448268326436,10.147901232007683,11.000079114756316,12.369806047338537,12.220177413067647,12.051013876667582,7.155328039148774e-6,8.49270736036425e-4,1.2525266137033328,5
AT1G47603.1,ATPUP19,1,17496657,17498152,-,1495,protein_coding,purine permease 19 [Source:TAIR;Acc:AT1G47603],4.903561770334352,4.054512659874297,4.516592614106659,5.895149733894296,6.090229326322169,5.000408139627195,9.674033386968117e-4,0.0335370481686094,1.2483836320131358,5
AT5G58180.2,YKT62,5,23543652,23545760,+,2108,protein_coding,VAMP-like protein YKT62 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVM9],1.109182913344147,0,1.5377459377206832,2.393839362068125,1.0123034224110756,1.5548667465212254,0.33301999121061837,NA,1.2465838176877584,5
AT3G51171.1,,3,19010805,19012008,+,1203,protein_coding,Putative F-box protein At3g51171 [Source:UniProtKB/Swiss-Prot;Acc:Q1G3N6],1.7287776314278425,0.9400509454986081,1.5377459377206828,1.6451347266440306,2.0184160092887753,2.960369099035042,0.31549816668587405,NA,1.245889147490161,5
AT5G41780.2,,5,16722239,16724935,+,2696,protein_coding,Myosin heavy chain-like [Source:UniProtKB/TrEMBL;Acc:Q9FJ36],0,1.909115617155277,0.9647332386523769,1.0453628119256622,2.6054102972499362,1.966097746181624,0.3756865691913533,NA,1.2381783841647616,5
AT2G35620.2,FEI2,2,14960915,14965497,-,4582,protein_coding,LRR receptor-like serine/threonine-protein kinase FEI 2 [Source:UniProtKB/Swiss-Prot;Acc:C0LGL9],0,7.235833746552994,6.736591205675655,6.760918404374834,6.857179683318852,8.569445064736543,0.22812876963090542,0.7046070584958792,1.2339407389808905,5
AT1G19670.1,CLH1,1,6803486,6805092,-,1606,protein_coding,Chlorophyllase-1 [Source:UniProtKB/Swiss-Prot;Acc:O22527],2.4928626068883792,0.9400509454986085,0,2.6597936638251216,2.0184160092887753,2.285737111160617,0.24211600394363303,NA,1.2314963359562272,5
AT3G02290.3,,3,458412,461060,+,2648,protein_coding,RING/U-box superfamily protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LMP4],0,4.788648320166237,4.254166913077102,2.884268112884322,6.346127170989371,4.2788490550450655,0.2520592688331173,0.7311802552145866,1.2249048290380051,5
AT5G18760.2,,5,6258263,6261016,-,2753,protein_coding,At5g18760 [Source:UniProtKB/TrEMBL;Acc:Q1H5A5],2.4928626068883792,3.693960568591336,2.265079909517326,2.3938393620681246,5.068160498838071,3.5434169845790513,0.34299604224058505,0.8007252269899245,1.2151245373201602,5
AT1G26240.1,,1,9077874,9079646,-,1772,protein_coding,Proline-rich extensin-like family protein [Source:UniProtKB/TrEMBL;Acc:Q9C668],10.536957871289758,9.278570937116475,9.53044774345875,11.600571467062506,11.262897489878867,9.974252757475005,0.019897317146022508,0.22804572445877105,1.2076565458339075,5
AT1G51620.2,,1,19140130,19141926,+,1796,protein_coding,Protein kinase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9C8H4],6.716320019090966,6.254081341748621,5.974085734323398,7.540058634745587,7.844574261260548,7.124862744525313,2.116793246893175e-6,3.2400817288920613e-4,1.201710586778705,5
AT2G06025.7,,2,2350119,2352165,+,2046,protein_coding,Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8GUT5],3.6521816931170914,4.526463477511256,3.6346433676920804,5.174255224660195,4.724007764471898,5.479181476732867,0.02500495661274941,0.25950864752861197,1.201469670802787,5
