ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,cl
AT1G56160.1,ATMYB72,1,21022384,21023587,+,1203,protein_coding,MYB72 [Source:UniProtKB/TrEMBL;Acc:A0A178W4I7],3.3586599662022834,5.202623161463151,2.52569632892835,8.340216170457468,4.3839920445877665,3.81621379806968,0.009806445886437646,0.10746713343628896,2.8323196595598725,7
AT5G38990.1,,5,15608685,15611664,+,2979,protein_coding,Probable receptor-like protein kinase At5g38990 [Source:UniProtKB/Swiss-Prot;Acc:Q9FID9],1.1091829133441469,0,0.9647332386523773,2.850623441484944,2.108756609092234,2.5042782043677394,0.044194506560758545,NA,2.810829410093266,7
AT1G70260.1,,1,26456774,26459570,-,2796,protein_coding,WAT1-related protein At1g70260 [Source:UniProtKB/Swiss-Prot;Acc:F4I5D5],5.988472357686118,1.9091156171552772,4.575364531374196,7.798318097079118,7.130870634870201,7.773418038622376,0.008972496748618474,0.10194252480087393,2.720937397860777,7
AT4G38420.1,sks9,4,17982616,17985384,+,2768,protein_coding,Putative pectinesterase [Source:UniProtKB/TrEMBL;Acc:Q8VYB3],6.923058506329626,6.736585105171401,6.468528579813599,10.210183515364083,8.414281793420946,8.491599146907092,0.012879510115937496,0.12719580857334012,2.586208891495142,7
AT2G29470.1,GSTU3,2,12628422,12629640,-,1218,protein_coding,Glutathione S-transferase U3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW28],2.160824389871925,1.909115617155277,1.9467712125878611,5.3344882057232255,2.930999933311362,2.9151605692689775,0.007636544695295926,0.09177837033245416,2.537039783530493,7
AT2G29100.1,ATGLR2.9,2,12501092,12504912,-,3820,protein_coding,Glutamate receptor [Source:UniProtKB/TrEMBL;Acc:A0A178VR79],3.185968080546225,0,2.265079909517326,5.603890994040668,3.2979520451024302,3.495955933753128,0.012248035230620605,0.12270001701187892,2.522864621524833,7
AT1G35290.1,ALT1,1,12947517,12948849,-,1332,protein_coding,"Acyl-acyl carrier protein thioesterase ATL1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C7I5]",1.1091829133441469,0,1.9467712125878611,3.505281228700498,3.451485710815507,1.9275902419719253,0.08367192018528888,NA,2.5226147118436844,7
AT2G05520.1,GRP3,2,2025991,2027283,+,1292,protein_coding,Glycine-rich protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SL15],5.15854023872204,3.5877432418836714,4.020345890600543,7.811678601663279,5.599588989817443,6.225809654932527,2.1107809156495263e-4,0.007350001628820021,2.511396224243093,7
AT2G47010.3,,2,19317126,19319364,+,2238,protein_coding,At2g47010/F14M4.16 [Source:UniProtKB/TrEMBL;Acc:Q944A3],0,4.054512659874297,3.106619824651407,5.804326226097206,3.2979520451024302,5.970214845578295,0.012823840613027618,0.1270193380100989,2.4147528626798405,7
AT3G55130.1,ABCG19,3,20433839,20436453,-,2614,protein_coding,ABC transporter G family member 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9M3D6],3.652181693117092,0,1.5377459377206832,5.3344882057232255,3.451485710815507,4.299729419558316,0.0149409532038425,0.13950771240906357,2.3857515330432153,7
AT3G17520.1,,3,5999174,6000447,-,1273,protein_coding,Late embryogenesis abundant protein (LEA) family protein [Source:UniProtKB/TrEMBL;Acc:F4J573],1.7287776314278425,3.0615633034164684,1.9467712125878611,5.371045831616805,4.458353262249909,2.2445593110416264,0.06502079138896943,0.32226633257055226,2.366818613832468,7
AT1G35310.1,MLP168,1,12956119,12957090,-,971,protein_coding,MLP-like protein 168 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7I3],2.7625979464845534,2.70300674632173,0.9647332386523769,5.178223852651324,2.930999933311362,4.299729419558316,0.002629961272521662,0.04463296649490361,2.3233997120485474,7
AT2G30660.2,,2,13058250,13061612,-,3362,protein_coding,Probable 3-hydroxyisobutyryl-CoA hydrolase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMB0],7.079369416245611,5.7376859863638225,5.9070243212094935,9.614439553182727,7.62631387590668,7.809933155142493,7.585751047550613e-5,0.00336323869345546,2.2953875468305243,7
AT2G30660.1,,2,13058250,13061675,-,3425,protein_coding,Probable 3-hydroxyisobutyryl-CoA hydrolase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q6NMB0],7.079369416245611,5.7376859863638225,5.9070243212094935,9.614439553182727,7.62631387590668,7.809933155142493,7.585751047550613e-5,0.00336323869345546,2.2953875468305243,7
AT4G15236.1,ABCG43,4,8696677,8702727,+,6050,protein_coding,ABC-2 and Plant PDR ABC-type transporter family protein [Source:TAIR;Acc:AT4G15236],2.1608243898719253,0,1.9467712125878613,4.1349043505382435,2.705312230842695,2.915160569268978,0.02616332557102483,NA,2.2201930978972033,7
AT5G38430.2,RBCS-1B,5,15384085,15385247,-,1162,protein_coding,"Ribulose bisphosphate carboxylase small chain 1B, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:P10796]",2.989757764903248,0,1.9467712125878611,4.803408930259584,1.6820320743057928,3.9959993832693073,0.036166347217409564,0.2346099772920859,2.2154711749088447,7
AT1G63360.2,,1,23499189,23502269,-,3080,protein_coding,Probable disease resistance protein At1g63360 [Source:UniProtKB/Swiss-Prot;Acc:Q9SH22],0,0.9400509454986085,0.9647332386523769,2.037930391421176,1.6820320743057928,2.2445593110416264,0.10483568279678204,NA,2.2076357602127263,7
AT5G52300.2,LTI65,5,21237056,21239529,+,2473,protein_coding,Low-temperature-induced 65 kDa protein [Source:UniProtKB/Swiss-Prot;Acc:Q04980],5.061886852403117,0,1.9467712125878611,4.906628981467967,6.828436053282863,4.366626272663022,0.1051100352411455,0.41376582662739636,2.204419152715594,7
AT2G45570.1,CYP76C2,2,18779321,18781973,-,2652,protein_coding,Cytochrome P450 76C2 [Source:UniProtKB/Swiss-Prot;Acc:O64637],0,0.9400509454986085,1.5377459377206832,3.3673263473051054,1.6820320743057928,1.5207800931441668,0.10075172845289664,NA,2.1886030098482907,7
AT5G38820.1,,5,15543115,15545420,+,2305,protein_coding,,3.8959629525209563,5.5524323889932505,4.020345890600543,7.926661786073219,5.497482078598995,5.577022134734178,0.004561037011988352,0.06487290844247136,2.1451924733307117,7
AT5G50130.7,,5,20389922,20393255,+,3333,protein_coding,NAD(P)-binding Rossmann-fold superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q8RWK2],1.7287776314278425,0,2.52569632892835,4.5717641879690385,3.1261115420229997,0,0.10296556100488596,NA,2.109746926764805,7
AT1G51110.1,PAP12,1,18935301,18937665,+,2364,protein_coding,"Probable plastid-lipid-associated protein 12, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8LAP6]",1.1091829133441469,1.504463772874736,1.9467712125878611,3.953943136152674,2.4376517496975074,2.9151605692689775,0.03055547936052886,NA,2.101483396340434,7
AT5G14030.5,,5,4526779,4529168,+,2389,protein_coding,Translocon-associated protein subunit beta [Source:UniProtKB/TrEMBL;Acc:Q94BY3],0,2.70300674632173,1.9467712125878613,4.440314419844772,2.930999933311362,3.3711836086300506,0.08184677719791385,0.36567417421833576,2.0998528754360843,7
AT1G56510.1,ADR2,1,21167565,21173632,+,6067,protein_coding,Disease resistance protein ADR2 [Source:UniProtKB/Swiss-Prot;Acc:Q9C7X0],0,1.504463772874736,0.9647332386523769,3.0441562902820305,1.6820320743057928,1.9275902419719253,0.11356664704523549,NA,2.068142598223423,7
AT3G03660.1,WOX11,3,889268,892213,-,2945,protein_coding,WUSCHEL related homeobox 11 [Source:UniProtKB/TrEMBL;Acc:A0A1I9LND8],1.7287776314278425,3.0615633034164684,2.9377056350499657,5.541108407748833,4.529068802391353,0,0.12135850399429139,0.44289428514452095,2.0406804982657807,7
AT1G52857.2,,1,19681209,19681787,-,578,protein_coding,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; Has 2 Blast hits to 2 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 2; Vi /.../- 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT1G52857],1.1091829133441469,0.9400509454986081,0.9647332386523769,2.8506234414849434,2.108756609092234,1.9275902419719253,0.09843779060535884,NA,2.033089292949326,7
AT3G15670.1,LEA29,3,5309886,5310988,-,1102,protein_coding,Late embryogenesis abundant protein 29 [Source:UniProtKB/Swiss-Prot;Acc:Q9LW12],5.334352598875735,4.054512659874297,0,7.105265743391709,6.207312458209198,3.9089053425103435,0.18880070975472887,0.5478814280085487,2.0277458056323794,7
AT5G28510.1,BGLU24,5,10480757,10484073,-,3316,protein_coding,Beta-glucosidase 24 [Source:UniProtKB/Swiss-Prot;Acc:Q9LKR7],4.958290224869542,4.788648320166237,5.2879193502807995,7.736615717016307,6.311289814569326,6.5329966996835385,0.004068804535206057,0.06052994107106211,2.011596921234136,7
AT4G31940.1,CYP82C4,4,15451988,15454224,+,2236,protein_coding,Cytochrome P450 82C4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ46],11.460306609539309,10.516923250412992,11.76188823070697,14.226525912784068,12.335523856326345,12.6909476205578,1.0531608879982325e-4,0.004335539202322892,1.9970654803111305,7
AT3G60286.2,,3,22281629,22282743,-,1114,protein_coding,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink). [Source:TAIR;Acc:AT3G60286],1.109182913344147,0,0.9647332386523773,2.362352070895517,1.0734075851791522,1.9275902419719255,0.17903198312408564,NA,1.994482709404275,7
AT1G03790.1,SOM,1,954290,956144,+,1854,protein_coding,Zinc finger CCCH domain-containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZWA1],1.7287776314278425,2.2247762417604093,0.9647332386523773,4.217528550093738,2.4376517496975074,2.7242977287849475,0.03173057999997956,NA,1.986946621368224,7
AT3G12900.1,,3,4104463,4106341,+,1878,protein_coding,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9LE86],8.749312834930915,9.31231535620352,8.693622621061369,12.092002850645219,8.775911819896471,9.830504262377023,0.0017191070422131946,0.03310389363092772,1.9509687110866307,7
AT3G56980.1,ORG3,3,21086390,21087710,-,1320,protein_coding,Transcription factor ORG3 [Source:UniProtKB/Swiss-Prot;Acc:Q9M1K0],7.97132868687789,8.66569416866672,7.865519473652909,11.282156038794394,9.03779141109939,8.610222989729023,8.613437037920796e-4,0.020064680628543052,1.9393282416701958,7
AT1G77210.2,STP14,1,29008901,29011247,-,2346,protein_coding,Sugar transport protein 14 [Source:UniProtKB/Swiss-Prot;Acc:Q8GW61],2.989757764903248,0,1.9467712125878611,4.855941890630502,3.2979520451024302,0,0.13745699622120847,NA,1.9354761877032225,7
AT5G55010.1,,5,22321828,22322335,+,507,protein_coding,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q9FIA5],1.1091829133441469,0,1.5377459377206828,3.0441562902820305,1.6820320743057928,1.5207800931441668,0.15111198050975447,NA,1.9027263065535345,7
AT1G23020.1,FRO3,1,8149868,8153796,-,3928,protein_coding,"Ferric reduction oxidase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4I4K7]",7.9032207453542895,8.860748605845282,7.396601862901338,11.263438811082835,9.354918480680118,7.083226548285625,0.010922699306903148,0.11478655307590711,1.8995035550808188,7
AT5G65080.2,MAF5,5,25997594,26002330,+,4736,protein_coding,K-box region and MADS-box transcription factor family protein [Source:TAIR;Acc:AT5G65080],2.4928626068883792,0,1.5377459377206828,3.367326347305105,3.1261115420229997,2.7242977287849475,0.06737731032327678,NA,1.857268290251817,7
AT1G52690.2,LEA7,1,19619724,19621534,+,1810,protein_coding,Late embryogenesis abundant protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q96270],5.491048342115759,6.3219146596370965,4.3913384478630615,8.600970251516122,6.617460473389267,5.114796342005591,0.12930244977253955,0.45728094317175305,1.8571992818666379,7
AT1G49570.1,PER10,1,18346958,18349049,+,2091,protein_coding,Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178WK78],7.186404424726323,8.26590126049293,6.929154605730588,9.495299281347974,9.388588197497446,9.335310556008029,5.455401480459198e-9,1.4238068213369337e-6,1.8276165106477393,7
AT3G61930.1,,3,22935510,22936253,+,743,protein_coding,Uncharacterized protein At3g61930 [Source:UniProtKB/TrEMBL;Acc:Q9M272],5.761093226608461,6.029049068629441,6.287027318897969,8.920614411638729,6.408274505383136,6.773848353035775,0.0014226030353964307,0.029020640841085146,1.794999812436498,7
AT5G05300.1,,5,1569855,1570609,-,754,protein_coding,Gb [Source:UniProtKB/TrEMBL;Acc:Q9FLC4],1.1091829133441469,0.9400509454986081,0,1.6187273161543791,1.0734075851791522,2.2445593110416264,0.2357599177629398,NA,1.7931113272322228,7
AT4G18170.1,WRKY28,4,10061214,10062893,+,1679,protein_coding,WRKY transcription factor [Source:UniProtKB/TrEMBL;Acc:A0A178V3M3],5.79155401328417,5.272860617154841,5.178435655761623,8.066972643303956,6.207312458209198,6.590101117126278,3.6889538386386707e-4,0.010988733451845065,1.7781783723517333,7
AT1G12130.1,,1,4118594,4120959,+,2365,protein_coding,Flavin-containing monooxygenase FMO GS-OX-like 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9FWW3],2.160824389871925,1.5044637728747368,1.9467712125878611,3.854171251832479,3.2979520451024302,2.2445593110416264,0.05594696776397059,NA,1.6825652921426704,7
AT5G61540.3,,5,24744979,24747499,+,2520,protein_coding,Probable isoaspartyl peptidase/L-asparaginase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q56W64],0,3.3485100352690864,3.106619824651406,0,4.722529088400949,4.860065165901868,0.3090689741891135,0.6756726165875655,1.6603172915062325,7
AT1G63350.2,,1,23494643,23497869,-,3226,protein_coding,Disease resistance protein (CC-NBS-LRR class) family [Source:TAIR;Acc:AT1G63350],3.512872752684049,3.473079788099641,4.020345890600543,4.692230796397376,3.1261115420229997,6.330058535223629,0.26383661780027623,0.6341827203567716,1.6489449774273084,7
AT3G56891.2,HIPP45,3,21064199,21064799,-,600,protein_coding,Heavy metal-associated isoprenylated plant protein 45 [Source:UniProtKB/Swiss-Prot;Acc:B3H6D0],0,1.909115617155277,1.9467712125878611,3.2147714026793155,0,3.37118360863005,0.38169416565624636,NA,1.6359708964931616,7
AT5G14160.1,,5,4567333,4568467,+,1134,protein_coding,Putative F-box protein At5g14160 [Source:UniProtKB/Swiss-Prot;Acc:Q9FMT5],0,0.9400509454986085,0.9647332386523769,1.6187273161543791,1.0734075851791522,1.9275902419719253,0.37701496403504775,NA,1.6336067477925578,7
AT2G23970.1,GGP5,2,10199675,10201095,+,1420,protein_coding,Gamma-glutamyl peptidase 5 [Source:UniProtKB/Swiss-Prot;Acc:O82225],1.1091829133441469,1.909115617155277,2.265079909517326,3.505281228700498,2.705312230842695,3.2345898270739544,0.09599544956558125,NA,1.6318206303814395,7
AT1G25275.1,,1,8860527,8861522,+,995,protein_coding,AT1G25275 protein [Source:UniProtKB/TrEMBL;Acc:B9DG55],6.5481090253002066,7.922380701060719,6.962564513436165,9.412224000813866,8.246051989351269,8.751464322120828,4.877612073330003e-4,0.013489708616796003,1.6237231233602143,7
AT5G56850.8,,5,22985193,22987029,-,1836,protein_coding,unknown protein; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - /.../(source: NCBI BLink). [Source:TAIR;Acc:AT5G56850],0,0.9400509454986085,0.9647332386523769,2.037930391421176,0,1.9275902419719253,0.3526642673866755,NA,1.6190636375823118,7
AT5G13750.1,ZIFL1,5,4437804,4441701,+,3897,protein_coding,ZIFL1 [Source:UniProtKB/TrEMBL;Acc:A0A178UFA6],3.185968080546225,2.89339559201044,3.840346053470231,5.296980078635509,5.34902296702491,3.0836978622602835,0.02043490261065417,0.1677859046974971,1.6113074546543456,7
AT2G37870.1,,2,15859204,15859942,+,738,protein_coding,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:UniProtKB/TrEMBL;Acc:Q9SHA0],3.652181693117092,5.050974374322627,4.930868871040826,7.199754015886289,5.268641442564326,5.364342194714672,0.030736522266086263,0.2131181819852801,1.6056564783408627,7
AT3G27580.1,D6PKL3,3,10217417,10220061,-,2644,protein_coding,Serine/threonine-protein kinase D6PKL3 [Source:UniProtKB/Swiss-Prot;Acc:Q05999],3.6521816931170914,4.205808790095031,3.3946549046680525,5.3344882057232255,5.725378694546752,4.713571128295371,0.08094325333300449,0.3632946681863578,1.5925395627657886,7
AT2G31930.1,,2,13577378,13578291,+,913,protein_coding,unknown protein; Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). [Source:TAIR;Acc:AT2G31930],2.4928626068883792,1.5044637728747368,1.9467712125878611,3.367326347305105,3.2979520451024302,3.37118360863005,0.05666175431113626,NA,1.5903275672808814,7
AT5G40990.1,GLIP1,5,16418842,16420616,+,1774,protein_coding,GDSL esterase/lipase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLN0],4.369674741505485,3.5877432418836714,4.455324418422807,6.932579045839354,4.305588719917709,3.9089053425103435,0.043984325677324784,0.2613586743717606,1.5779277858007752,7
AT1G32900.1,GBSS1,1,11920390,11923866,-,3476,protein_coding,"Granule-bound starch synthase 1, chloroplastic/amyloplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9MAQ0]",2.160824389871925,1.909115617155277,2.7463591325539527,4.369807068695123,2.930999933311362,3.37118360863005,0.1338922760947072,0.46539013126687195,1.5767498867862118,7
AT5G36890.2,BGLU42,5,14541289,14546229,-,4940,protein_coding,Beta-glucosidase 42 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIW4],6.089997898851233,6.433450690073371,5.573902467674637,8.672281649939118,6.331215352800369,6.72369305574031,0.005226379131619128,0.0707786014187332,1.5691741890550752,7
AT3G46680.1,UGT76E6,3,17195318,17196743,-,1425,protein_coding,UDP-glycosyltransferase 76E6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SNB0],3.185968080546225,3.473079788099641,3.257813758397973,5.4066999417935016,4.222678460809748,4.366626272663022,0.009153982590764222,0.10299931648627149,1.5515835477022153,7
AT1G17890.2,GER2,1,6154267,6155796,-,1529,protein_coding,Putative GDP-L-fucose synthase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMU0],3.8959629525209563,3.473079788099641,0,3.7469834489625717,4.99653084154936,4.764073442307313,0.22445866656762034,0.5928629464991999,1.5418735779939035,7
AT1G01580.2,FRO2,1,208995,213082,+,4087,protein_coding,ferric reduction oxidase 2 [Source:TAIR;Acc:AT1G01580],4.903561770334352,4.582850997235592,6.573170879814554,7.851033405961435,6.118373766182617,7.001390090434105,0.02634460643491198,0.19533321048145713,1.540426203844988,7
AT1G17420.1,LOX3,1,5977323,5981521,+,4198,protein_coding,"Lipoxygenase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LNR3]",2.160824389871925,0.9400509454986085,1.9467712125878611,3.505281228700498,2.930999933311362,2.2445593110416264,0.10656741632404744,NA,1.5377299238480124,7
AT4G33530.2,POT13,4,16126219,16130584,-,4365,protein_coding,Potassium transporter 13 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPL8],0,4.467782101105987,3.840346053470231,4.855941890630502,5.093050513992949,5.33122848996244,0.18427491735303828,0.5428942263925762,1.532948608626803,7
AT4G17680.1,,4,9842610,9844334,-,1724,protein_coding,SBP (S-ribonuclease binding protein) family protein [Source:UniProtKB/TrEMBL;Acc:Q8L7G9],5.527700305848329,4.342733631600343,4.837911747255415,7.326160537322107,5.725378694546752,5.711775582035958,0.00369764481347497,0.05657375519398642,1.5216215439337204,7
AT4G02560.1,LD,4,1123475,1128490,-,5015,protein_coding,Homeobox protein LUMINIDEPENDENS [Source:UniProtKB/Swiss-Prot;Acc:Q38796],4.593633859566178,0,4.324382351515298,0,6.047876035861479,5.811191473009644,0.36881119706233917,0.7258835039145541,1.5148641436450598,7
AT1G23020.7,FRO3,1,8149943,8153643,-,3700,protein_coding,"Ferric reduction oxidase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:F4I4K7]",8.237835821951917,7.986489989965934,7.138530704236788,10.111005031916378,8.693643250088776,8.851194017789428,2.8599257513873356e-4,0.009012957098334625,1.5137889916041076,7
AT5G22580.1,,5,7502427,7503463,+,1036,protein_coding,Stress-response A/B barrel domain-containing protein At5g22580 [Source:UniProtKB/Swiss-Prot;Acc:Q9FK81],1.109182913344147,2.70300674632173,3.2578137583979734,4.047259193246851,3.9408408551698906,3.908905342510344,0.046977450902816784,0.27134676303599503,1.4966548477819759,7
AT2G26690.1,NPF6.2,2,11347147,11350993,-,3846,protein_coding,Protein NRT1/ PTR FAMILY 6.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZY4],0,5.2381692849912795,3.741157802887507,6.6044177374368624,4.893087822247699,3.7171555305973403,0.29247229116906726,0.6603594936340388,1.4763171503247612,7
AT1G06130.1,GLX2-4,1,1857757,1860938,-,3181,protein_coding,GLX2-4 [Source:UniProtKB/TrEMBL;Acc:A0A178WGQ2],0,2.483617156311411,2.52569632892835,0,2.705312230842695,4.430558138098956,0.2421188955120777,0.6122335538838329,1.4621915689298037,7
AT1G52120.1,JAL12,1,19396081,19398244,-,2163,protein_coding,Jacalin-related lectin 12 [Source:UniProtKB/Swiss-Prot;Acc:Q0WMR0],5.414826829134901,7.5854731061327145,5.762756638185021,9.14829721270349,7.1534298644246705,6.207678233892552,0.03634355464003006,0.2353052591120636,1.4462574952836706,7
AT5G01180.1,NPF8.2,5,61017,63936,-,2919,protein_coding,Protein NRT1/ PTR FAMILY 8.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LFB8],3.1859680805462256,2.4836171563114116,0,3.6311881343164103,3.8331710358903854,3.3711836086300506,0.190214409923458,NA,1.4416230073021525,7
AT2G41905.1,,2,17495506,17496187,+,681,protein_coding,At2g41905 [Source:UniProtKB/TrEMBL;Acc:Q3EBI2],1.7287776314278425,0.9400509454986085,0.9647332386523769,2.3623520708955166,1.0734075851791522,2.7242977287849475,0.23601596831357427,NA,1.4309514910311902,7
AT1G44318.1,HEMB2,1,16831016,16834011,+,2995,protein_coding,"Probable delta-aminolevulinic acid dehydratase 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94LA4]",2.4928626068883792,1.504463772874736,2.7463591325539527,3.6311881343164103,3.451485710815507,3.610790983613843,0.07375091463866212,NA,1.4299509433027755,7
AT2G28470.3,BGAL8,2,12169047,12173991,-,4944,protein_coding,Beta-galactosidase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCV4],8.01716062260496,6.59296499752144,6.940377428888141,8.312289078558578,9.254149218679167,8.430372860922867,0.009365305978101627,0.10420162108735348,1.4198383511501338,7
AT2G33585.2,,2,14223200,14224167,-,967,protein_coding,unknown protein; Has 31 Blast hits to 31 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 31; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink). [Source:TAIR;Acc:AT2G33585],2.7625979464845534,1.5044637728747368,0,2.037930391421176,2.705312230842695,3.610790983613843,0.3054188116390057,NA,1.4195528242010602,7
AT1G56720.2,,1,21263420,21266368,-,2948,protein_coding,At1g56720 [Source:UniProtKB/TrEMBL;Acc:Q7Y229],0,4.406612295626786,5.05995607501373,5.371045831616805,6.426912918073837,4.078133641636927,0.17098652665867561,0.5236937233267082,1.4178109049187897,7
