ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_1,Flg22_2,Flg22_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Raw_Mock_1,Raw_Mock_2,Raw_Mock_3,Raw_Flg22_1,Raw_Flg22_2,Raw_Flg22_3,Raw_Flg22_SynCom33_1,Raw_Flg22_SynCom33_2,Raw_Flg22_SynCom33_3,Raw_Flg22_SynCom35_1,Raw_Flg22_SynCom35_2,Raw_Flg22_SynCom35_3,Scale_Mock_1,Scale_Mock_2,Scale_Mock_3,Scale_Flg22_1,Scale_Flg22_2,Scale_Flg22_3,Scale_Flg22_SynCom33_1,Scale_Flg22_SynCom33_2,Scale_Flg22_SynCom33_3,Scale_Flg22_SynCom35_1,Scale_Flg22_SynCom35_2,Scale_Flg22_SynCom35_3,cl
AT1G19380.1,,1,6697874,6698858,+,984,protein_coding,At1g19380 [Source:UniProtKB/TrEMBL;Acc:Q9LN60],6.207614985700744,6.522636497270626,6.514307680996491,7.921852647730479,7.738632625097764,7.509451677272998,7.901890233945305,7.28184399784644,7.525185968758947,6.364363852630273,6.230552340335109,6.279075964267945,2.4572847263330593e-9,9.301486820177747e-7,1.3156917388816876,1.0908743579868928e-7,1.6382617034303717e-5,1.17596337671119,0.55682941164928,0.8624580614088025,-0.1364710792902121,63,99,95,227,209,187,230,140,196,77,74,92,-1.2018925375358878,-0.6453892404131616,-0.7072229400934644,1.3332891493565313,1.0550375007951682,0.7149521525535023,1.3796644241167586,-0.011593818690056793,0.8540779768341838,-0.9854745886548275,-1.0318498634150548,-0.7535982148536916,9
AT5G13910.1,LEP,5,4482128,4483247,-,1119,protein_coding,LEP [Source:UniProtKB/TrEMBL;Acc:A0A178UQP2],7.003329893485226,7.345830065668145,7.321335888420122,8.26396853562851,8.403808211400868,8.235536619871393,8.376630751378114,8.07934137333229,7.969087908194003,7.177423412879248,7.220913798500265,6.815768657471806,2.725277038105158e-9,1.0178364681915143e-6,1.0721450267163477,3.707153032777831e-7,4.488994947168183e-5,0.9201661286274269,0.3967384304912579,0.7708507698370063,-0.15906764482885027,110,176,167,288,332,310,320,244,267,136,148,134,-1.3282727276840354,-0.5264495567040385,-0.6357890800194925,0.8342200667771683,1.3687688474304995,1.1014944571038339,1.2229828163432275,0.2996712861238371,0.5790945123744421,-1.0124029936616123,-0.8666169625743402,-1.036700665509491,9
AT1G29600.1,,1,10343785,10346364,+,2579,protein_coding,Zinc finger C-x8-C-x5-C-x3-H type family protein [Source:TAIR;Acc:AT1G29600],5.850611506839511,4.835816961760421,6.139025142328784,7.9716185665032855,8.631770822060895,7.873671349819915,9.394575209310604,8.153958748097855,8.430372860922867,4.53585085958,4.702129241618322,5.1013927781168,5.1384391536220324e-9,1.8452925529757278e-6,2.518180678630808,7.704202581422209e-13,4.706917586222542e-10,3.082320115061576,0.042773813418433074,0.2941239554846638,-0.924189057003178,49,30,73,235,389,241,649,257,368,21,25,40,-0.7560124497174407,-0.8523628345891996,-0.6343067004057454,0.18720710744819796,0.9681523321982429,0.2176335447761218,2.286631283074942,0.29877071098391866,0.8616598015505096,-0.8980024905810854,-0.8777181990291362,-0.8016521057093265,9
AT1G51680.1,4CL1,1,19158746,19161737,-,2991,protein_coding,4-coumarate--CoA ligase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q42524],12.828346896300072,12.698297360311292,12.615094364709945,13.422070154852928,13.650323860661764,13.374845239005072,13.453096489978304,13.092522518240322,13.128142114146282,12.534501692533107,12.29695166977782,12.233719715973274,9.99713200650233e-9,3.1821552799333726e-6,0.7710919382679879,1.2072149661628753e-4,0.004779433390337322,0.5174861423177829,0.008311746496369787,0.11291021863899738,-0.3557470374133065,6284,7234,6591,10316,12640,10961,10829,7908,9577,5612,5025,5779,-0.7683866879812195,-0.39321073102619525,-0.6471456155757537,0.8239390577478937,1.7417379250778686,1.0786637864173574,1.0265340745036067,-0.12703326261810444,0.5320916554428802,-1.033774312269405,-1.2655935614616145,-0.9678223282573112,9
AT2G19190.1,SIRK,2,8326049,8329944,-,3895,protein_coding,Senescence-induced receptor-like serine/threonine-protein kinase [Source:UniProtKB/Swiss-Prot;Acc:O64483],6.700354505152693,5.607833065061877,5.684825420083234,8.786101408823228,8.686220913484139,8.442586064610214,8.672281649939118,7.904182812643684,8.179072208283007,6.144886977699023,4.171584506214837,5.02960231737886,1.9760850301319953e-8,5.88852316798163e-6,2.579574005993628,1.383395839477375e-6,1.328158819886814e-4,2.2208113876018643,0.10805218923679735,0.46530756157304665,-0.7645308243212491,89,52,53,414,404,358,393,216,309,66,17,38,-0.6820687391595248,-0.9078991046978014,-0.901795581304875,1.301576363541554,1.2405411296122901,0.9597790535376758,1.1734023722900997,0.09307873174212755,0.6607064072842824,-0.8224497771968319,-1.1215224234502252,-0.993348432198771,9
AT1G09560.1,GLP4,1,3093644,3094954,+,1310,protein_coding,Germin-like protein subfamily 2 member 1 [Source:UniProtKB/Swiss-Prot;Acc:P94014],13.312470327726212,13.679421742752597,13.6736320684747,14.783642852408367,14.75380400432682,14.713519116715174,14.968098851525065,14.168564623410818,14.091989558976238,12.654776472360458,12.855456246347035,13.063273582328113,1.3421314748547187e-7,3.1591970371559266e-5,1.1855531267939323,6.0648590104044106e-5,0.002815812433811595,0.9017005646453284,0.001928174082893837,0.04198010143552935,-0.6976706295113768,8790,14281,13729,26510,27161,27724,30951,16673,18681,6100,7401,10271,-0.97649808926879,-0.3505406986343135,-0.41346702892574144,1.0435283106661806,1.117740341499006,1.181920638517256,1.5497888773767452,-0.07785993403812556,0.15104599209446026,-1.2831499524643357,-1.1348398877738506,-0.8076685690484914,9
AT1G14540.1,PER4,1,4974021,4975705,-,1684,protein_coding,Peroxidase [Source:UniProtKB/TrEMBL;Acc:A0A178WND9],9.692206307487663,8.655870715065301,9.35495389817008,10.866548601794678,10.893312369095272,10.412031283282692,11.949321683424596,11.2718380843216,11.563095647099926,9.36292270048176,8.96175546925108,9.3864316707346,1.4599574929581445e-7,3.407905777937549e-5,1.4469551311721778,2.406033339923843e-17,2.3955180831049167e-14,2.3288266043165264,0.8713105092422071,0.9699650789268321,-0.044785025776568434,714,438,687,1754,1869,1405,3818,2238,3236,622,497,802,-0.7074065077948002,-0.953719623208633,-0.7315023560418056,0.22072986912688877,0.32336033388265245,-0.09073128043625492,2.062723601786856,0.6526702599250594,1.5433242062402954,-0.7895108795994111,-0.9010657325948064,-0.6288718912860419,9
AT4G30280.1,XTH18,4,14825757,14827211,-,1454,protein_coding,Probable xyloglucan endotransglucosylase/hydrolase protein 18 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0D2],10.99192939004822,10.20403144236472,10.712441018073685,11.776254545964616,11.560256001609398,11.80168747450514,12.198503307230181,11.627028341346163,12.042196555289841,10.237238028297721,10.159102460993429,10.268392515570637,3.261460450227991e-7,6.525483476524018e-5,1.0459266561148328,1.837698460664285e-10,7.485001518117774e-8,1.304791421289915,0.02891970589184101,0.23880699410962417,-0.44921360049482684,1759,1283,1762,3296,2968,3683,4538,2863,4511,1141,1141,1479,-0.6089634109944031,-0.982342436713599,-0.6066101818407107,0.5966743254140091,0.3393879379436388,0.9002408862403303,1.5709111950426675,0.2570249175644044,1.5497321326594358,-1.09372861665504,-1.09372861665504,-0.8285981320056949,9
AT4G19690.2,IRT1,4,10707344,10709015,+,1671,protein_coding,Fe(2+) transport protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q38856],12.280085215312067,11.951004205065352,12.837922841005367,14.177711860029593,14.296985571087996,14.570478943684535,14.956821694655217,13.461365919172216,13.602853395659633,12.753035489354405,11.951583330157083,13.022825000325591,1.1547052733261127e-6,1.951555026445002e-4,1.9545186936216858,1.0332673539870401e-5,6.693082652983039e-4,1.7724208852899705,0.5515835586684605,0.8597898959729054,0.23933644598793333,4297,4309,7692,17418,19789,25107,30710,10212,13309,6530,3955,9987,-0.9672702023914327,-0.965901302733008,-0.5799856740287929,0.529507499124384,0.7999792566347872,1.4066299552599768,2.045792020772752,-0.29251674575961684,0.06077344108547758,-0.7125407909529129,-1.0062838426565353,-0.318183614355079,9
AT1G02930.1,GSTF6,1,661088,662475,-,1387,protein_coding,Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760],10.877672039349424,10.758684135441904,11.093521545165478,12.272959409410772,12.21863886090847,12.160115195536616,13.137978334565162,11.944930340105278,12.177312548872443,10.032621961294803,9.588594567762277,9.751115656340097,1.7323292985013873e-6,2.7260829202428293e-4,1.3017208323078233,4.01300782742323e-9,1.0996429459145447e-6,1.6011892036725288,4.496062715381706e-5,0.002619038179337847,-1.115144309685532,1625,1885,2295,4651,4685,4722,8704,3569,4954,990,768,1033,-0.7243599050905133,-0.6134721712265025,-0.4386107447486396,0.5662027205729341,0.5807034242320739,0.5964836017434908,2.294771894999224,0.10473915118501272,0.6954295796529157,-0.9951818704891547,-1.0898629355576561,-0.9768427452731837,9
AT2G39530.1,,2,16498364,16499524,-,1160,protein_coding,CASP-like protein 4D1 [Source:UniProtKB/Swiss-Prot;Acc:Q8GWD5],10.0512452012469,8.436262182394302,9.290637768648208,11.144584374860091,11.127779571617625,10.682565251990143,11.572920147268555,11.0158623265736,11.365160845998146,9.159300205322086,9.171679016118008,9.478620223144137,1.9748896767146465e-6,3.0434411385955586e-4,1.5978638358881887,8.531823677442085e-9,1.9812780068675714e-6,1.9337842590552516,0.7083452787128737,0.9212703350031888,-0.1260873944180902,916,376,657,2127,2199,1695,2941,1874,2821,540,575,855,-0.5943343074422086,-1.1792805881568973,-0.8748918754146241,0.7174618887531398,0.7954547261817649,0.24950486418138879,1.5992142452378744,0.44340372389977634,1.4692261828568325,-1.00163023623614,-0.9637170513750027,-0.6604115724859049,9
AT1G57990.1,PUP18,1,21441179,21443036,-,1857,protein_coding,PUP18 [Source:UniProtKB/TrEMBL;Acc:A0A178WC51],9.539051098560122,9.15615770696971,9.234760078474343,10.439110355568623,10.188131300571232,10.092930321836372,10.435102173228719,9.711036566925095,9.94574564353713,8.57159622054238,8.719429315333013,8.54803050533845,2.937333875019833e-6,4.2630911488694576e-4,0.929807038537397,1.8183495495203097e-4,0.006614461784872119,0.7452130388999701,4.7085475434020417e-4,0.01510376490655551,-0.705301731523874,642,620,632,1304,1146,1126,1336,758,1054,359,420,448,-0.5042801847484707,-0.566461393890739,-0.532544370722229,1.3668089267143282,0.9202347883289471,0.8637064163814305,1.4572543218303546,-0.17641562745287456,0.6602042773703709,-1.3041566478058304,-1.1317451133659049,-1.0526053926393817,9
AT1G79160.1,,1,29779517,29780876,-,1359,protein_coding,Filamentous hemagglutinin transporter [Source:UniProtKB/TrEMBL;Acc:Q84JL6],8.623734031292326,8.116330404948343,7.786879271254727,9.221045177911613,9.616928372389363,8.977074085189123,9.300572593449113,8.914437542775383,8.933482616535134,7.2692509013505,7.314628974535426,7.214170522279049,9.28759865305038e-6,0.0010364738082493793,1.0838282111138857,5.339474789911139e-4,0.014353576130239125,0.8481627108023015,1.4671740668788076e-4,0.0063828704703382194,-0.9530430837616765,340,301,231,560,771,519,608,436,522,145,158,177,-0.28282303694104716,-0.4752084748602479,-0.8205156711254801,0.802428151321111,1.8432827000634535,0.6001767935086179,1.0392102287601273,0.19074111793698548,0.6149756733485564,-1.244750226537051,-1.1806217472306508,-1.0868955082443734,9
AT1G02920.1,GSTF7,1,658578,659980,-,1402,protein_coding,Glutathione S-transferase F7 [Source:UniProtKB/Swiss-Prot;Acc:Q9SRY5],11.872398652358367,11.692921157605015,11.82909136676506,13.0420729704286,12.978514252693378,12.678925100101697,13.62801624099815,12.590835626536755,12.729582390973727,11.304531382889065,10.87289130999188,11.072318071695003,1.0665053924170973e-5,0.0011540773191374453,1.1084131569146536,5.540153216726779e-7,6.20543328216872e-5,1.2602116237470535,0.0050890805585071495,0.08272506761930068,-0.7063648582187998,3239,3603,3822,7927,7934,6766,12225,5585,7265,2392,1872,2583,-0.7120445122633086,-0.5939875591577427,-0.5229587879211524,0.8084252574039786,0.8106955834252395,0.4318754701634239,2.2024054344581594,0.04883903714783814,0.5937172822504496,-0.9867539608358752,-1.1554067509866834,-0.9248064936843282,9
AT4G02700.1,SULTR3;2,4,1188983,1193611,+,4628,protein_coding,Sulfate transporter 3.2 [Source:UniProtKB/Swiss-Prot;Acc:O04289],5.453440900888461,5.166179056154761,5.737244462358369,6.480628365438712,6.638964712289566,6.87386182332812,6.093999561709965,6.207312458209198,6.6848981050598715,5.2477219279578255,4.859677505627493,5.02960231737886,1.4129417486156792e-5,0.0014515644674802065,1.2232200183563027,0.001570445290196863,0.03110937959252707,0.9007323973207643,0.15937569584996783,0.5478961346093332,-0.42934491070595093,37,38,55,83,97,120,65,66,109,35,28,38,-0.8650991802168602,-0.8333524213098193,-0.29365751989012684,0.5952517295070139,1.0397063542055842,1.7698818090675212,0.023810069180280554,0.05555682808732129,1.4206674610900731,-0.9285926980309416,-1.1508200103802269,-0.8333524213098193,9
AT2G30750.1,CYP71A12,2,13099486,13101371,-,1885,protein_coding,Cytochrome P450 71A12 [Source:UniProtKB/Swiss-Prot;Acc:O49340],11.893616021517067,10.765551985891108,11.077091565895092,13.251409769530374,13.283655097542008,12.322314093634096,14.115347864829888,13.153596919446482,12.97292327858481,11.379136357908038,10.76413809105441,10.692611265259602,1.4723500089876432e-5,0.001492139745810581,1.6894387219301528,2.2610269834234344e-8,4.469185835910938e-6,2.1797682984949303,0.37347599644507823,0.756652036217167,-0.34730211049927545,3287,1894,2269,9165,9803,5284,17138,8250,8600,2519,1736,1985,-0.5731236531294773,-0.8680302278297279,-0.7886404464136518,0.6712847073070433,0.8063531887562607,-0.15034660382840015,2.3592173132547085,0.4775736406518176,0.5516707699734886,-0.7357139254696011,-0.9014797890663679,-0.8487649742060934,9
AT1G02930.2,GSTF6,1,661309,662456,-,1147,protein_coding,Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760],9.663672033522895,9.874806960099164,9.545224838616008,11.43138394677416,10.976503707213674,10.532076614197686,11.632951752844255,10.469583453133646,10.803542370830426,8.912678632059572,8.865939439701606,8.499032317360474,1.759458143750476e-5,0.001717218887268104,1.3261857726906126,1.1578638262541406e-5,7.39327681172537e-4,1.3545632075993244,0.0026969661754476766,0.053402149999111276,-0.9325554317381904,700,1021,784,2595,1980,1527,3066,1283,1911,455,465,433,-0.7405336644635944,-0.37575928140556814,-0.6450786857194379,1.412885201252791,0.7140183925902174,0.19924332864851682,1.9481149034968108,-0.07803065722736603,0.6356089457646603,-1.0189440191340504,-1.0075803311883176,-1.0439441326146628,9
AT3G52561.1,,3,19497034,19497650,-,616,protein_coding,Putative uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q1G396],4.522774701274072,3.0615633034164675,3.933151394118153,6.746696130888075,6.364052829138696,5.043435810029179,6.37166481443423,5.7551841346022865,6.073946347481459,3.532302186651767,4.00164730949532,3.3456399468545084,1.9479230074523768e-5,0.0018314367787287602,2.347690356093131,5.417753639753012e-5,0.002577700059183017,2.2225932346040063,0.593116731297037,0.878429101301657,-0.3162379921866493,19,8,15,100,80,33,79,48,71,10,15,11,-0.6519128021216678,-0.9816158284820516,-0.7718048117072619,1.7759003919866123,1.176440344058642,-0.23229076857208855,1.1464673416622435,0.21730426737388928,0.9066833224910553,-0.9216698236892545,-0.7718048117072619,-0.891696821292856,9
AT1G08670.1,,1,2760183,2761599,-,1416,protein_coding,ENTH/VHS family protein [Source:UniProtKB/TrEMBL;Acc:Q9FRR8],7.889204642656717,7.370065579419132,7.498823627224513,8.98700647577937,8.724884120189198,8.258544252532454,8.635189060057186,8.432843254413275,8.406726104467722,6.807145665136199,7.359298360578578,7.570971756296561,2.228169293162168e-5,0.00203300488829855,1.0899561540292484,4.897544364783761e-4,0.013530913423855815,0.8978167466777642,0.2233235944671127,0.6289030827215026,-0.3190825232786689,204,179,189,476,415,315,383,312,362,105,163,227,-0.6346656335023892,-0.8505382979589843,-0.7641892321763463,1.7140289557853643,1.1872996545112724,0.3238089966848925,0.9109826440068308,0.2979042769501011,0.7296496058632911,-1.4895213847505053,-0.988696803211205,-0.43606278220232186,9
AT1G30730.1,,1,10900681,10902626,+,1945,protein_coding,Berberine bridge enzyme-like 11 [Source:UniProtKB/Swiss-Prot;Acc:Q9SA88],10.590995061631412,10.944323922366227,11.325214668635306,12.112383085165561,12.136936826731265,11.800120192960868,12.741873397058427,12.25208042376324,12.342991120304353,10.92540698296304,10.64471018857663,11.432566324376575,2.311081066640664e-5,0.002088248121215214,1.0398986283876253,1.797012094410678e-9,5.30849221120306e-7,1.4773587568561704,0.8266169739585332,0.9570604395361981,0.0538835653322927,1332,2144,2695,4161,4427,3679,6614,4416,5557,1839,1598,3316,-1.3083896409244868,-0.8141293997378466,-0.4787385217897692,0.4136081698107415,0.5755210074408478,0.1202172384659624,1.9067367063019098,0.5688253637794525,1.2633462199296452,-0.9997813376219911,-1.1464768032943806,-0.10073900236008494,9
AT2G43570.1,CHI,2,18076166,18077517,-,1351,protein_coding,CHI [Source:UniProtKB/TrEMBL;Acc:A0A178W3M3],10.55925888011142,10.066200782874924,10.065638863355822,11.647734639372816,11.492609117159056,11.110088557121422,12.263449233853,11.32745707039069,11.23805221594707,9.931624063815715,9.64199979900642,9.97426513250541,2.3864177423955994e-5,0.0021288518274599722,1.1852483267318328,2.833369886030778e-7,3.626983298870446e-5,1.4398519522056203,0.16246827663125218,0.5526782874334851,-0.3929867040056451,1303,1166,1125,3015,2832,2280,4747,2326,2583,923,797,1206,-0.6191186941724235,-0.7365562311770922,-0.7717017714485626,0.8484219142362841,0.6915527954636244,0.21837381424773264,2.3331066886310747,0.2578053960157236,0.4781079289368906,-0.9448578479080011,-1.0528660936203242,-0.7022678992049263,9
