ID,Gene,Chromosome,Start,End,Strand,Length,BioType,Description,Mock_1,Mock_2,Mock_3,Flg22_1,Flg22_2,Flg22_3,Flg22_SynCom33_1,Flg22_SynCom33_2,Flg22_SynCom33_3,Flg22_SynCom35_1,Flg22_SynCom35_2,Flg22_SynCom35_3,Flg22_vs_Mock_pvalue,Flg22_vs_Mock_padj,Flg22_vs_Mock_log2FoldChange,Flg22_SynCom33_vs_Mock_pvalue,Flg22_SynCom33_vs_Mock_padj,Flg22_SynCom33_vs_Mock_log2FoldChange,Flg22_SynCom35_vs_Mock_pvalue,Flg22_SynCom35_vs_Mock_padj,Flg22_SynCom35_vs_Mock_log2FoldChange,Raw_Mock_1,Raw_Mock_2,Raw_Mock_3,Raw_Flg22_1,Raw_Flg22_2,Raw_Flg22_3,Raw_Flg22_SynCom33_1,Raw_Flg22_SynCom33_2,Raw_Flg22_SynCom33_3,Raw_Flg22_SynCom35_1,Raw_Flg22_SynCom35_2,Raw_Flg22_SynCom35_3,Scale_Mock_1,Scale_Mock_2,Scale_Mock_3,Scale_Flg22_1,Scale_Flg22_2,Scale_Flg22_3,Scale_Flg22_SynCom33_1,Scale_Flg22_SynCom33_2,Scale_Flg22_SynCom33_3,Scale_Flg22_SynCom35_1,Scale_Flg22_SynCom35_2,Scale_Flg22_SynCom35_3,cl
AT1G67230.1,CRWN1,1,25151211,25156389,-,5178,protein_coding,Protein CROWDED NUCLEI 1 [Source:UniProtKB/Swiss-Prot;Acc:F4HRT5],12.011121601535987,12.067354311621449,12.065269752298885,11.65869510302429,11.824991495991746,11.674020107278212,11.864523578521355,11.860039127253266,11.946699262598983,12.290614140040951,12.321993165150863,12.162084384769877,2.9629277373804997e-6,4.2780705593693384e-4,-0.32719159889166755,0.024426361745312406,0.18670157987986583,-0.15720135993961093,0.00236728456667625,0.04916767287991364,0.21124019170459388,3566,4671,4502,3038,3566,3371,3600,3365,4222,4739,5113,5499,-0.6790295665979249,0.7147679648399218,0.5015989306200158,-1.3450251291311224,-0.6790295665979249,-0.9249938368516626,-0.6361434887075297,-0.9325619682440853,0.14841946564028993,0.8005401206207123,1.2722869774150605,1.759170096994254,4
AT4G22212.1,,4,11753842,11754752,+,910,protein_coding,Defensin-like protein 98 [Source:UniProtKB/Swiss-Prot;Acc:Q94AZ8],8.944930461587667,8.605724340810605,9.408465532671135,7.76134326105838,7.601804425594787,7.662197321062562,8.01015861320952,9.142993796625603,9.02692471197391,10.428627709293156,10.360406926780922,10.546744953875285,3.6016130238184874e-6,4.8270230818267773e-4,-1.3520132508396785,0.4531822333105444,0.7848443049934436,-0.2164721061083461,6.664064242463938e-7,8.056485303778766e-5,1.4249249568567282,425,423,713,203,190,208,248,511,557,1303,1312,1794,-0.4392516357493638,-0.44303421172998264,0.1054393054597504,-0.859117569598056,-0.8837043134720786,-0.8496611296465089,-0.7740096100341319,-0.2766008685827533,-0.1896016210285198,1.2212992197423107,1.2383208116550957,2.149921622984238,4
AT2G23070.1,CKA4,2,9823642,9826898,-,3256,protein_coding,"Casein kinase II subunit alpha-4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O64816]",10.766098575731158,10.79792121138772,10.825710251294757,10.458874513629336,10.469500223691947,10.548972038796133,10.484947907758201,10.568376899154913,10.679113341200415,10.906464860608663,10.851942949682082,10.83300411647488,6.690272818182548e-6,8.042971326614221e-4,-0.30402108830515606,0.0012769733455845833,0.02675572679345656,-0.21685475419886438,0.31677905797961786,0.7157951138230156,0.06660592966958899,1504,1937,1906,1322,1393,1545,1383,1374,1753,1815,1845,2188,-0.5698824650906902,0.9747754841066109,0.864187963494333,-1.219138231265999,-0.9658571356701369,-0.42362155073251617,-1.001530529416033,-1.0336365837873394,0.3183850391821227,0.5395600804066785,0.6465802616443668,1.870177667128603,4
AT1G11820.2,,1,3991027,3993707,-,2680,protein_coding,"Glucan endo-1,3-beta-glucosidase 1 [Source:UniProtKB/Swiss-Prot;Acc:O65399]",8.328916847892703,8.71698529455505,8.371736597936641,7.796287213671019,7.6682375119924044,7.932080477053907,7.938889865728333,8.073438489695539,7.7978638490750845,8.769768827121206,8.834643226575293,8.656275628046208,8.193225452219908e-6,9.254049925085961e-4,-0.6844542089031049,3.287784432622491e-4,0.010036464954792441,-0.5480524930361654,0.06848465878181323,0.3720035947105131,0.26978658961340546,277,457,347,208,199,251,236,243,237,412,455,483,-0.37404090631733244,1.3056438289122694,0.27916982404973495,-1.017920054822013,-1.1019042915834933,-0.6166620347393861,-0.7566357626751862,-0.6913146896384794,-0.7473041808127995,0.8857226451048689,1.286980665187496,1.548264957334323,4
AT2G23610.1,MES3,2,10044179,10046982,-,2803,protein_coding,MES3 [Source:UniProtKB/TrEMBL;Acc:A0A178VT29],8.914114480500148,9.05514271848851,9.093617203392078,8.22858676295065,8.169075195875124,8.576786443113418,8.433911557769918,8.720331958552478,8.634178919893621,9.19095421198911,8.981893163698798,9.344516406397869,1.0908355532728213e-5,0.0011752074877971154,-0.6882449592313953,0.006349843885779133,0.08035649646692178,-0.4239701073771339,0.30376396286130475,0.7066021930863418,0.1574863915764252,416,578,573,281,282,393,333,381,424,552,504,779,-0.288815329293215,0.8251866551234714,0.7908038778266602,-1.2171503163071205,-1.210273760847758,-0.44697610485854705,-0.8595694324202828,-0.5294947703708942,-0.2338028856183169,0.6463962131800527,0.31632155113066407,2.2073743024552863,4
AT1G75540.1,BBX21,1,28365824,28367738,+,1914,protein_coding,B-box zinc finger protein 21 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQZ7],11.124216862880811,11.12072911346698,11.2634430035887,10.683611216986193,10.73529474410472,10.724481862611599,10.675119551845368,11.078355579284032,10.919479782140474,11.21691577823068,11.308957179446748,11.298676755903502,1.1655350103885208e-5,0.001236659135454275,-0.45670676810134253,0.009101053670261384,0.10266660711874383,-0.2711199921318346,0.31268773658965143,0.7121154214291134,0.10444679553963064,1928,2423,2582,1545,1675,1745,1578,1957,2071,2251,2533,3022,-0.39329588601647464,0.6813028089871414,1.0264769352610301,-1.2247530581101815,-0.9425352190183228,-0.7905717671996296,-1.1531131451099406,-0.3303395988344446,-0.08285626301543,0.30790689880406674,0.9201025189879449,1.9816757752642444,4
AT1G66270.1,BGLU21,1,24699868,24703166,-,3298,protein_coding,BGLU21 [Source:UniProtKB/TrEMBL;Acc:A0A178WA93],12.770981436077706,12.707044501155384,13.060769266773013,12.094946131518393,11.599561308137687,12.350428040403642,12.527852076925976,12.53259721819657,12.788523177245791,13.410868535631085,13.358483953346866,13.586045152109165,1.4875782526163216e-5,0.0014988688645336612,-0.807184434753938,0.21076301454830687,0.5753739706293909,-0.2330862511942897,0.0012512793978493493,0.030970452421254777,0.6005528775582735,6039,7278,8977,4111,3050,5388,5702,5364,7568,10303,10489,14757,-0.4225648055034536,-0.04312927414547863,0.4771782059006872,-1.0130020165270013,-1.3379262286099807,-0.621929237233915,-0.5257688200858891,-0.629279078035038,0.0456813022014243,0.883256910162733,0.9402181763714362,2.247264865504477,4
AT1G17220.1,FUG1,1,5885007,5890500,+,5493,protein_coding,"Translation initiation factor IF-2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SHI1]",8.669555691675013,8.98102262975156,9.088582059439025,7.965490901236372,7.9959495611229086,8.43452701420648,8.153463282179644,8.564927293342862,8.465131780192682,9.151276982237004,9.254419617048274,9.248964092565243,1.68961447666658e-5,0.0016664715178136469,-0.7778202870600658,0.0036861065762072865,0.05652590814695053,-0.5218448472837955,0.09603921796063719,0.4417232633904054,0.2945266892901121,351,549,571,234,250,356,274,342,377,537,609,729,-0.5012265994120202,0.730329140198073,0.8671686668214168,-1.2289640819088934,-1.1294444261828254,-0.4701267069976239,-0.9801649425937231,-0.5572064057579335,-0.33950715885715943,0.655689398403522,1.1035278491708287,1.8499252671163398,4
AT5G15180.1,PER56,5,4930425,4932406,+,1981,protein_coding,Peroxidase 56 [Source:UniProtKB/Swiss-Prot;Acc:Q9LXG3],9.453531537547844,8.911169354846058,9.193144374246351,8.127932201253993,8.61689689998468,7.999186357976236,8.517821187061879,8.049582428732341,7.947398530909929,9.267177853608976,9.398359239126709,9.38463436787698,3.130827411630311e-5,0.0026983878962208194,-0.9308855085821386,6.312206721766449e-6,4.429809261297627e-4,-1.01107191539729,0.49727992668260057,0.8317269519000281,0.14982526289979153,605,523,614,262,385,263,353,239,263,582,673,801,0.7344445219703399,0.3085792246109914,0.7811858350951464,-1.0469188560083982,-0.4081209099693755,-1.0417253767723087,-0.5743122455242432,-1.1663688784384594,-1.0417253767723087,0.6149944995402787,1.0876011100244338,1.7523664522439044,4
AT4G36670.1,PLT6,4,17287496,17289728,-,2232,protein_coding,At4g36670 [Source:UniProtKB/TrEMBL;Acc:A4VCM1],7.4948261879802365,7.659443114438485,8.078587624925579,6.580232842483638,6.467167012421682,6.084559105099063,7.326160537322107,7.208331275085369,6.631493382472681,9.051347804303608,8.594209551333481,9.74552489225404,3.953580194922735e-5,0.0032099633286950934,-1.3858982769407757,0.03889743067034182,0.2436822958005427,-0.686433343458392,9.036582884687245e-6,7.104644151627638e-4,1.447448924703764,155,219,283,89,86,69,154,133,105,501,385,1029,-0.4101722340073167,-0.17648360216932021,0.0572050296686763,-0.6511636355902507,-0.6621177902076567,-0.7241913330396246,-0.41382361887978547,-0.49050270120162803,-0.5927414776307516,0.8532069318668519,0.42964628666048327,2.7811381445303236,4
AT3G62210.1,EDA32,3,23026601,23028335,-,1734,protein_coding,EDA32 [Source:UniProtKB/TrEMBL;Acc:A0A384LDD2],6.56584058853204,6.620163726292979,6.514307680996491,5.216148327730948,5.7519647753234375,5.8380418706718835,5.93215948342987,6.350869437709965,6.278875515920077,6.618281390355004,6.821920485842996,6.794267608199798,4.2684879092928e-5,0.003394732722190006,-0.9503825046761728,0.09196102708327093,0.38759549274534805,-0.3738477009667368,0.39129146392443775,0.767979546815187,0.18321456996976207,81,106,95,34,52,58,58,73,82,92,112,132,-0.00890164606655063,0.8812629605885124,0.48959053366028465,-1.682411106578069,-1.0414925897864238,-0.8278530841892086,-0.8278530841892086,-0.29375432019617076,0.02670493819965189,0.3827707808616771,1.0949024661857274,1.8070341515097779,4
AT2G37660.1,,2,15795213,15797059,-,1846,protein_coding,"Uncharacterized protein At2g37660, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O80934]",7.05446557629353,7.353953890665334,7.513926506729497,6.775001840422135,6.467167012421682,6.330212404824975,6.6044177374368624,6.869893487668423,6.697946012592632,7.821062671463352,7.601660853923745,7.7037546849950065,5.373821673103312e-5,0.0040140298369412495,-0.7967205204039411,0.0020238126073937506,0.03741687105361678,-0.6016286528058611,0.035843181208178226,0.26680546209973754,0.38938474115979166,114,177,191,102,86,82,93,105,110,213,193,249,-0.5011641141775769,0.5907092873159339,0.8333478209811584,-0.7091400001763408,-0.9864411815080261,-1.0557664768409474,-0.8651219146754138,-0.6571460286766498,-0.5704894095104982,1.2146369453122257,0.8680104686476191,1.8385646033085175,4
AT2G34670.2,,2,14612578,14615795,-,3217,protein_coding,Protein of unknown function (DUF630 and DUF632) [Source:TAIR;Acc:AT2G34670],6.5658405885320406,7.296102361712895,7.268884604318757,6.132423559005328,6.173907689960344,5.932629156913109,6.50922459618274,6.617460473389267,6.346723823097706,7.505771659003335,7.0241113686001855,7.113593640271115,9.464491977397711e-5,0.006100311386470201,-1.014302562338463,0.018944279586066953,0.15999375552392456,-0.597884662663017,0.5634914159731338,0.8658429762094284,0.14317168323209317,81,170,161,65,70,62,87,88,86,171,129,165,-0.6818837238918851,1.3243196290462231,1.1214451326816954,-1.0425494952066012,-0.9298414416707524,-1.1101743273281104,-0.5466340596488666,-0.5240924489416968,-0.5691756703560363,1.346861239753393,0.40011359005226316,1.2116115755103745,4
AT3G02750.2,,3,593207,596562,-,3355,protein_coding,Protein phosphatase 2C family protein [Source:TAIR;Acc:AT3G02750],10.124863044085075,10.006899551076645,9.942674006617732,9.417882840010668,9.668328626417736,9.660305214226236,9.291064970424294,9.515919531157422,9.49521039807433,9.960990679301954,10.15150263701388,9.919458787061581,1.4060500311775361e-4,0.008149082272755301,-0.43931206604891887,3.6731667207581525e-7,4.4679668682090795e-5,-0.589169863436217,0.9143604563775902,0.9806731285188788,-0.012282335411895575,964,1119,1033,642,799,834,604,662,771,942,1135,1161,0.3778214107510258,1.156920993896157,0.7246463864736972,-1.2406951426214403,-0.45154266162927514,-0.275616949306181,-1.4317002017150855,-1.1401661641511007,-0.5922832314877505,0.26723953443365234,1.2373441766724287,1.36803184868387,4
AT2G04090.1,DTX5,2,1362380,1364788,-,2408,protein_coding,Protein DETOXIFICATION 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SIA1],8.404768744488132,7.796893828514869,7.513926506729498,6.921472530478389,7.272270469971101,6.655500568925876,7.249691097721281,7.072879242592204,6.83418570417072,8.61502490804939,8.477485561670433,8.6139470987404,1.7687087236606942e-4,0.009695362046665304,-0.9854363118403927,6.416588318059358e-4,0.016334349163453755,-0.895011775942584,0.01493847618731261,0.162033300322077,0.6212550004091986,292,241,191,113,151,103,146,121,121,370,355,469,0.5670098619966163,0.14942859178972198,-0.2599648103738999,-0.89861851774915,-0.5874795321047974,-0.9804971981818744,-0.6284188723211596,-0.8331155734029705,-0.8331155734029705,1.2056635693718665,1.08284554872278,2.016262505655838,4
AT1G13670.1,,1,4688018,4689265,+,1247,protein_coding,At1g13670 [Source:UniProtKB/TrEMBL;Acc:Q9LMY0],8.23229474830708,8.91666441505489,8.554476915264214,7.977720315322703,7.825293752415166,7.29475217956461,8.038845280692868,8.46926475663991,8.006276960488053,9.172573879191969,9.346050269663618,9.070418894677832,3.101052342013017e-4,0.014550012923304292,-0.8730605722006002,0.08674120744898514,0.3772569585567588,-0.4114347252696087,0.010795767551212799,0.13226897438615412,0.6053478408422699,259,525,394,236,222,161,253,320,274,545,649,644,-0.6618054874284881,0.8756640292176066,0.1184891920723494,-0.7947445809730752,-0.8756640292176066,-1.2282416251402073,-0.6964852509618586,-0.3092278915058875,-0.5751060785950617,0.9912632409955084,1.592379142240598,1.5634793392961226,4
AT2G45620.1,URT1,2,18792864,18795904,+,3040,protein_coding,UTP:RNA uridylyltransferase 1 [Source:UniProtKB/Swiss-Prot;Acc:O64642],10.129341778826815,10.278476383876749,10.238116778313842,9.930026097371982,9.92534420047352,9.908860399048061,9.897359050426147,9.9568898357989,9.923699769191314,10.109171997243607,10.359307729486765,10.223852193271673,3.2147599708712103e-4,0.014933439725385318,-0.2967079258088302,4.00077018295397e-4,0.01174112489717998,-0.2920450896800931,0.8356147857127699,0.959626737060376,0.01689543765749357,967,1351,1268,916,955,991,920,899,1038,1044,1311,1434,-0.6426775455793254,1.3448782463868019,0.91527634343579,-0.9066497991998267,-0.7047886640782669,-0.5184553085814424,-0.8859460930335128,-0.9946405504066604,-0.275186761127255,-0.24413120187778425,1.1378411847236636,1.7744801493378137,4
AT5G08610.1,RH26,5,2790243,2794219,+,3976,protein_coding,PDE340 [Source:UniProtKB/TrEMBL;Acc:A0A178UFQ6],8.661332001492895,9.2678618661268,9.264086416347538,8.308220428791248,7.955140567599549,8.490017253940456,8.259641607791512,8.67036755589722,8.56108369051935,9.632524726625562,9.094510988089676,9.252910196763304,4.1788824126570245e-4,0.018204459605122226,-0.8263880452481023,0.011982449225203053,0.12123153935713529,-0.586665328049602,0.2759264123872991,0.6824891651694223,0.2522071049986373,349,670,645,297,243,370,295,368,403,750,545,731,-0.6676690527529304,1.0724264758020678,0.9369050171918655,-0.9495536866621512,-1.2422800372601883,-0.5538310275203604,-0.9603954033509674,-0.5646727442091766,-0.3749427021548933,1.5060951433547154,0.3948191827510561,1.4030988348109616,4
AT1G57590.1,PAE2,1,21327360,21329944,-,2584,protein_coding,Pectin acetylesterase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4I839],7.725309348118444,7.154451387079071,8.042589185028376,6.627569628732153,5.416241639769856,6.682972943647941,6.178931326632922,6.771238599134737,7.112756747854116,8.079655331567633,8.211204496484617,7.6628161449265635,5.804551091924056e-4,0.023089815215435586,-1.3485094397544117,0.014310358819387591,0.13564565084018945,-0.9535952464248378,0.40759112445615164,0.7771434661686175,0.3180203394017928,182,154,276,92,41,105,69,98,147,255,295,242,0.22013346206836074,-0.10427374519027614,1.309214800722356,-0.8226039898344006,-1.413488545912632,-0.6719863578928907,-1.0890813386539953,-0.7530881597075499,-0.18537554700493536,1.0659093952783782,1.5293482627907167,0.9152917633368683,4
AT5G48900.1,,5,19825078,19829140,+,4062,protein_coding,Probable pectate lyase 20 [Source:UniProtKB/Swiss-Prot;Acc:Q93WF1],8.399834156748733,8.213288504503875,8.321118037552326,7.76840009075734,7.759098357291028,8.047543623015263,8.184605636852394,7.975551927958612,8.165045823198103,8.626645673322482,8.505577963818473,8.505662359490215,5.883811516355067e-4,0.023245619800369783,-0.4469238626141733,0.12016155642049912,0.44051936062592173,-0.1993191962575343,0.060053946488939844,0.3494866581110099,0.2353458444921966,291,322,335,204,212,272,280,227,306,373,362,435,-0.15295013710022212,0.2950612881067285,0.482937047064482,-1.4102725239713416,-1.2946566723050317,-0.427537784807708,-0.31192193314139816,-1.0778769504307009,0.06382958477410883,1.0321123424794536,0.8731405464382777,1.928135192893355,4
AT5G23860.1,TUBB8,5,8042853,8044934,+,2081,protein_coding,Tubulin beta chain [Source:UniProtKB/TrEMBL;Acc:A0A178UKM5],10.145645866755865,10.281673874485957,10.338027500310705,9.433505271690283,9.483899913840355,9.98118525871958,9.558082099161865,9.993299258556318,9.957999987807348,10.682608048859594,10.519425253599561,10.415592271795452,7.111476552004443e-4,0.02684630319382702,-0.6029767897876543,0.021610431258724232,0.1731023876927964,-0.40849193781038307,0.10631389393313834,0.46147647977863016,0.28571531943601997,978,1354,1359,649,703,1042,727,922,1063,1554,1465,1638,-0.4154249532562897,0.6756096154819979,0.690118053896071,-1.3700802009022914,-1.2133890660303033,-0.22971694155615566,-1.143748561642753,-0.577919463493907,-0.16878150021704916,1.255947152044917,0.997696948274418,1.4996889174013428,4
